route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
21,021,21 - CORAOPOLIS,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6293,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-04-01,201804,SAT.,0.6377,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-04-01,201804,SUN.,0.6221,UTA
22,022,22 - MCCOY,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7246,UTA
22,022,22 - MCCOY,Collier,Bus,2018-04-01,201804,SAT.,0.7697,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6784,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-04-01,201804,SAT.,0.7111,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-04-01,201804,SUN.,0.7452,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7472,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-04-01,201804,SAT.,0.7519,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-04-01,201804,SUN.,0.7687,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7211,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-04-01,201804,SAT.,0.7618,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-04-01,201804,SUN.,0.7892,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6001,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-04-01,201804,SAT.,0.7241,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-04-01,201804,SUN.,0.7755,UTA
29,029,29 - ROBINSON,Collier,Bus,2018-04-01,201804,WEEKDAY,0.5882,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6788,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-04-01,201804,SAT.,0.6851,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-04-01,201804,SUN.,0.6893,UTA
36,036,36 - BANKSVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6662,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6275,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-04-01,201804,SAT.,0.6428,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-04-01,201804,SUN.,0.6062,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7593,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-04-01,201804,SAT.,0.6705,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7474,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-04-01,201804,SAT.,0.7243,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-04-01,201804,SUN.,0.7648,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7114,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-04-01,201804,SAT.,0.7629,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-04-01,201804,SUN.,0.6237,UTA
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6442,UTA
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,SAT.,0.6169,UTA
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,SUN.,0.652,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7687,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,SAT.,0.7055,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,SUN.,0.7955,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,WEEKDAY,0.7087,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,SAT.,0.6986,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,SUN.,0.6509,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6076,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,SAT.,0.6487,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,SUN.,0.659,UTA
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7241,UTA
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6992,UTA
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-04-01,201804,SAT.,0.677,UTA
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.642,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,WEEKDAY,0.6584,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,SAT.,0.6137,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,SUN.,0.7233,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7465,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7108,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7915,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7409,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7692,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,SUN.,0.803,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7283,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7146,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7893,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7466,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7352,UTA
58,058,58 - GREENFIELD,West Mifflin,Bus,2018-04-01,201804,SUN.,0.8487,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6576,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,SAT.,0.6965,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7337,UTA
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.825,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6033,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,SAT.,0.6165,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,SUN.,0.6437,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.5836,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,SAT.,0.5691,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7129,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.5913,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,SAT.,0.5686,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,SUN.,0.5838,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.648,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,SAT.,0.608,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,SUN.,0.6631,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6875,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2018-04-01,201804,SAT.,0.6892,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin/East Liberty,Bus,2018-04-01,201804,SUN.,0.7146,UTA
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6987,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6348,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-04-01,201804,SAT.,0.5794,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.7954,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,0.71,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,0.8151,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6054,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,SAT.,0.6616,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,SUN.,0.5526,UTA
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.7025,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6342,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,SAT.,0.6012,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,SUN.,0.7839,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6188,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,SAT.,0.6535,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,SUN.,0.788,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.5703,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,SAT.,0.5916,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,SUN.,0.6581,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6337,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,SAT.,0.6084,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,SUN.,0.7236,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.722,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-04-01,201804,SAT.,0.6858,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6596,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,SAT.,0.6583,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,SUN.,0.6731,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6289,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,0.5507,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,0.6698,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.7204,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,0.6966,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,0.7054,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6694,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,SAT.,0.616,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7313,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6341,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,SAT.,0.6074,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,SUN.,0.6776,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6741,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,SAT.,0.5988,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,SUN.,0.6561,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6341,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,SAT.,0.747,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,SUN.,0.691,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.71,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,SAT.,0.8277,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,SUN.,0.7592,UTA
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6572,UTA
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,SAT.,0.7195,UTA
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,SUN.,0.7645,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6208,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,SAT.,0.6444,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,SUN.,0.676,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,WEEKDAY,0.6687,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,SAT.,0.6499,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,SUN.,0.6045,UTA
93,093,93 - LAWRENCEVILLE - HAZELWOOD,Ross,Bus,2018-04-01,201804,WEEKDAY,0.6776,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,WEEKDAY,0.5414,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,SAT.,0.8033,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,SUN.,0.8116,UTA
G3,G3,G3 - MOON FLYER,Collier,Bus,2018-04-01,201804,WEEKDAY,0.5674,UTA
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-04-01,201804,WEEKDAY,0.6603,UTA
O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,0.6119,UTA
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,0.4681,UTA
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-04-01,201804,WEEKDAY,0.5761,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6809,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,SAT.,0.7125,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,SUN.,0.7843,UTA
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6198,UTA
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6225,UTA
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,0.6597,UTA
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6766,UTA
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.7389,UTA
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6894,UTA
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7947,UTA
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6275,UTA
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.5969,UTA
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.5051,UTA
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.4395,UTA
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6138,UTA
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.4639,UTA
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,0.6174,UTA
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6838,UTA
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7532,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.7112,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7589,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,SUN.,0.6591,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.672,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,0.6356,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,0.6713,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,0.7356,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,SUN.,0.7803,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-05-01,201805,WEEKDAY,0.5918,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-05-01,201805,SAT.,0.5437,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-05-01,201805,SUN.,0.6028,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6363,UTA
4,004,4 - TROY HILL,Ross,Bus,2018-05-01,201805,WEEKDAY,0.5953,UTA
4,004,4 - TROY HILL,Ross,Bus,2018-05-01,201805,SAT.,0.7143,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-05-01,201805,WEEKDAY,0.764,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-05-01,201805,SAT.,0.5433,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-05-01,201805,SUN.,0.7313,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6885,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6169,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-05-01,201805,SAT.,0.6573,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-05-01,201805,SUN.,0.6612,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-05-01,201805,WEEKDAY,0.7546,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-05-01,201805,SAT.,0.6217,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-05-01,201805,SUN.,0.7095,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-05-01,201805,WEEKDAY,0.5758,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-05-01,201805,SAT.,0.5994,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-05-01,201805,SUN.,0.7019,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6353,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-05-01,201805,SAT.,0.6381,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-05-01,201805,SUN.,0.6939,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-05-01,201805,WEEKDAY,0.7344,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-05-01,201805,SAT.,0.6327,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-05-01,201805,SUN.,0.8493,UTA
15,015,15 - CHARLES,Ross,Bus,2018-05-01,201805,WEEKDAY,0.731,UTA
15,015,15 - CHARLES,Ross,Bus,2018-05-01,201805,SAT.,0.7067,UTA
15,015,15 - CHARLES,Ross,Bus,2018-05-01,201805,SUN.,0.6815,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6191,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-05-01,201805,SAT.,0.6638,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-05-01,201805,SUN.,0.7092,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-05-01,201805,WEEKDAY,0.684,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-05-01,201805,SAT.,0.6538,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-05-01,201805,SUN.,0.6633,UTA
18,018,18 - MANCHESTER,Ross,Bus,2018-05-01,201805,WEEKDAY,0.7462,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6662,UTA
20,020,20 - KENNEDY,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6986,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-05-01,201805,WEEKDAY,0.608,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-05-01,201805,SAT.,0.6556,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-05-01,201805,SUN.,0.6815,UTA
22,022,22 - MCCOY,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6857,UTA
22,022,22 - MCCOY,Collier,Bus,2018-05-01,201805,SAT.,0.7222,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6508,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-05-01,201805,SAT.,0.7326,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-05-01,201805,SUN.,0.7059,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7428,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-05-01,201805,SAT.,0.7259,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-05-01,201805,SUN.,0.7357,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7119,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-05-01,201805,SAT.,0.6925,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-05-01,201805,SUN.,0.7407,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-05-01,201805,WEEKDAY,0.6029,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-05-01,201805,SAT.,0.6984,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-05-01,201805,SUN.,0.7532,UTA
29,029,29 - ROBINSON,Collier,Bus,2018-05-01,201805,WEEKDAY,0.5882,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6522,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-05-01,201805,SAT.,0.6782,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-05-01,201805,SUN.,0.664,UTA
36,036,36 - BANKSVILLE,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6381,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-05-01,201805,WEEKDAY,0.5702,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-05-01,201805,SAT.,0.6117,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-05-01,201805,SUN.,0.5468,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7367,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-05-01,201805,SAT.,0.696,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7346,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-05-01,201805,SAT.,0.7721,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-05-01,201805,SUN.,0.798,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7016,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-05-01,201805,SAT.,0.7368,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-05-01,201805,SUN.,0.5649,UTA
43,043,43 - BAILEY,Collier,Bus,2018-05-01,201805,WEEKDAY,0.6622,UTA
43,043,43 - BAILEY,Collier,Bus,2018-05-01,201805,SAT.,0.6076,UTA
43,043,43 - BAILEY,Collier,Bus,2018-05-01,201805,SUN.,0.6529,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7536,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-05-01,201805,SAT.,0.7365,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-05-01,201805,SUN.,0.7475,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-05-01,201805,WEEKDAY,0.7212,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-05-01,201805,SAT.,0.6978,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-05-01,201805,SUN.,0.5988,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-05-01,201805,WEEKDAY,0.5695,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-05-01,201805,SAT.,0.6559,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-05-01,201805,SUN.,0.6262,UTA
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-05-01,201805,WEEKDAY,0.7171,UTA
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-05-01,201805,WEEKDAY,0.6905,UTA
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-05-01,201805,SAT.,0.6585,UTA
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-05-01,201805,WEEKDAY,0.587,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-05-01,201805,WEEKDAY,0.6854,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-05-01,201805,SAT.,0.6537,UTA
