STOP_ID;sensor_ID;geometry
W07820;38405@1;LINESTRING (-80.10899599999998 40.50690499340256, -80.10622053999998 40.50377080340107)
N15685;10574@2;LINESTRING (-80.02036299999999 40.54662899342125, -80.01858959999998 40.54873651342226)
S16600;5484@1;LINESTRING (-79.99914599999998 40.43003299336634, -80.00279415 40.43160475336703)
N22320;58@1;LINESTRING (-79.90369399999999 40.48947099339435, -79.90438327 40.49424722339658)
N08410;27688@1;LINESTRING (-80.17837999999999 40.5379699934172, -80.17600399000001 40.53386231341526)
W70136;27838@1;LINESTRING (-80.06956700000001 40.43828399337015, -80.0689857 40.43626763336921)
E57165;27449@1;LINESTRING (-79.89634000000001 40.42446599336369, -79.89856833 40.4203820133617)
S00430;27506@1;LINESTRING (-79.979513 40.4246949933638, -79.98216102000001 40.42776046336521)
E32292;6006@1;LINESTRING (-79.817807 40.41317399335833, -79.82620159999999 40.40881320335629)
S06274;27563@1;LINESTRING (-79.99720299999998 40.41895199336106, -79.99790912 40.41594626335964)
N14320;5711@1;LINESTRING (-80.02225799999998 40.51709099340736, -80.02825849999998 40.52278855341007)
S33680;6085@1;LINESTRING (-79.859227 40.36553499333579, -79.86584345999999 40.35737076333196)
E29820;27473@1;LINESTRING (-79.89699799999998 40.45531599337821, -79.89878521999999 40.45274337337703)
S44680;12004@1;LINESTRING (-79.982157 40.36118099333371, -79.97793563999998 40.35287446332983)
N05870;27849@1;LINESTRING (-80.00116899999999 40.44993899337573, -79.99862970999999 40.4511809933763)
E51531;27436@1;LINESTRING (-79.92124100000001 40.44831899337492, -79.92014566 40.44265309337226)
S70614;6104@1;LINESTRING (-79.91259299999999 40.34174699332449, -79.91267062 40.33845582332297)
E70749;27474@1;LINESTRING (-79.89361800000002 40.46386099338228, -79.89566277999998 40.45898835337998)
S13680;19414@1;LINESTRING (-79.847767 40.3643419933352, -79.84337148999998 40.36312269333465)
E70743;27474@1;LINESTRING (-79.893548 40.46394499338231, -79.89566277999998 40.45898835337998)
S70328;6082@1;LINESTRING (-79.886196 40.30685399330798, -79.88986162999998 40.30887696330895)
E25362;27463@1;LINESTRING (-79.937477 40.42425499336357, -79.93800516 40.4249440533639)
E51330;8051@1;LINESTRING (-79.91909100000001 40.43700199336957, -79.91755092 40.43803978337009)
N22400;5898@2;LINESTRING (-79.84486299999999 40.53368199341516, -79.84330903999999 40.5349136034158)
N13970;11553@1;LINESTRING (-80.02404899999999 40.51431899340606, -80.02967068 40.50781390340299)
E09820;6015@1;LINESTRING (-79.84280199999999 40.40337099335367, -79.8389332 40.40526777335462)
E18490;8054@1;LINESTRING (-79.944924 40.45050499337599, -79.94500005999998 40.44723338337442)
N15680;10574@2;LINESTRING (-80.020078 40.54668399342126, -80.01858959999998 40.54873651342226)
E57980;10548@2;LINESTRING (-79.867941 40.45424499337775, -79.86691457999999 40.45258031337694)
N08840;78@1;LINESTRING (-80.20957 40.56667799343072, -80.21668855 40.57128227343286)
N12480;14576@1;LINESTRING (-79.943918 40.49903699339883, -79.94347225999999 40.4965228233977)
N52670;23841@1;LINESTRING (-79.991272 40.45668199337885, -79.99373697999998 40.45015982337581)
N08560;39012@2;LINESTRING (-80.15909699999999 40.5265699934118, -80.16250943999998 40.51678365340725)
E25347;27380@1;LINESTRING (-79.94998799999999 40.4255799933642, -79.95059772999998 40.43434812336832)
W03620;27625@1;LINESTRING (-80.06734399999998 40.45789899337946, -80.06554269 40.45392546337758)
S12530;27563@1;LINESTRING (-80.00234399999998 40.4199449933615, -79.99790912 40.41594626335964)
N13805;5709@1;LINESTRING (-80.04546899999998 40.51348799340567, -80.04325722999999 40.52169280340952)
S06271;27563@1;LINESTRING (-79.997221 40.41978499336146, -79.99790912 40.41594626335964)
E16540;27399@1;LINESTRING (-79.98092699999999 40.44425899337303, -79.98497465999999 40.43943031337075)
S23740;6071@2;LINESTRING (-79.96062699999999 40.33885999332315, -79.96713998 40.34231177332479)
E59140;6007@1;LINESTRING (-79.80985699999999 40.42968299336614, -79.80738735 40.42537028336405)
S25165;6094@1;LINESTRING (-79.93916899999999 40.34830899332761, -79.93904754 40.34577374332645)
N12580;14576@1;LINESTRING (-79.943712 40.49877599339874, -79.94347225999999 40.4965228233977)
E32737;6087@1;LINESTRING (-79.931099 40.40602299335495, -79.92429592999999 40.39711060335074)
E70961;27675@1;LINESTRING (-79.866884 40.40437499335414, -79.86411447999998 40.40001695335214)
E18040;6015@1;LINESTRING (-79.83937399999999 40.40546299335466, -79.8389332 40.40526777335462)
W21960;27631@1;LINESTRING (-80.04518899999999 40.442160993372, -80.04478818999999 40.4423847733721)
S47250;5998@1;LINESTRING (-79.83407699999999 40.31816199331334, -79.83376508000001 40.317459793313)
E10160;19423@1;LINESTRING (-79.873178 40.42752899336511, -79.87214848000001 40.43383317336809)
E70157;8064@1;LINESTRING (-79.88289 40.4348959933686, -79.88015930999998 40.43717754336964)
S48680;19127@1;LINESTRING (-79.883543 40.39616299335028, -79.88385413 40.39648560335046)
W25750;27641@1;LINESTRING (-80.080367 40.45618799337862, -80.07955062999999 40.45068749337603)
E58360;19405@2;LINESTRING (-79.84924599999999 40.4459409933738, -79.85190129999999 40.44609217337388)
E59710;27452@1;LINESTRING (-79.87945999999999 40.41611599335972, -79.87660102 40.41409663335878)
E10070;19155@1;LINESTRING (-79.85204499999999 40.41108399335735, -79.85383508 40.41176812335767)
E59360;27472@1;LINESTRING (-79.886015 40.4411199933715, -79.88528305 40.44196686337193)
N43480;27377@1;LINESTRING (-80.010256 40.47248799338635, -80.01012181 40.4655815833831)
W22010;12100@1;LINESTRING (-80.052656 40.44303599337245, -80.05493162 40.43785322336998)
N36300;23795@1;LINESTRING (-79.958941 40.51584199340676, -79.96181657 40.51386331340584)
E15050;27428@1;LINESTRING (-79.939173 40.46905299338474, -79.92993197999999 40.46960733338499)
N54640;11552@1;LINESTRING (-80.02591999999999 40.46993099338512, -80.02253637 40.46785457338415)
S13270;39232@1;LINESTRING (-79.876166 40.38299699334402, -79.87257029999999 40.38267390334391)
E39220;3134@1;LINESTRING (-79.88547699999999 40.41594699335962, -79.88740474999999 40.41707515336021)
E54140;5989@1;LINESTRING (-79.963909 40.44084499337143, -79.96408540999998 40.4363989233693)
S70368;27731@1;LINESTRING (-79.892624 40.32921799331859, -79.89241414999998 40.33117599331952)
E70763;27453@1;LINESTRING (-79.912283 40.46605899338332, -79.91275372 40.46007320338048)
S31700;27493@1;LINESTRING (-79.90375300000001 40.38455599334477, -79.90830822999999 40.37821241334181)
S14940;6120@1;LINESTRING (-79.87805699999998 40.38358899334434, -79.87595064999998 40.39024938334749)
N21290;59@1;LINESTRING (-79.85719300000001 40.49612399339752, -79.85560456 40.50894698340355)
S44820;38960@1;LINESTRING (-79.87508099999999 40.29223899330104, -79.88181315 40.29218372330103)
N14000;11553@1;LINESTRING (-80.02746999999999 40.51124099340461, -80.02967068 40.50781390340299)
E50180;5944@1;LINESTRING (-79.809797 40.48285199339124, -79.81233924999999 40.48402438339178)
N11980;10574@2;LINESTRING (-80.01998799999998 40.54570599342082, -80.01858959999998 40.54873651342226)
E58650;14295@1;LINESTRING (-79.83076 40.43817899337012, -79.82941499999998 40.4395464533708)
W70141;54@1;LINESTRING (-80.16195099999999 40.45189999337664, -80.16083072000001 40.44289917337236)
E52980;27417@1;LINESTRING (-79.932446 40.47689799338842, -79.93280332 40.47850303338919)
E09290;27675@1;LINESTRING (-79.86653199999999 40.40184699335297, -79.86411447999998 40.40001695335214)
W25450;11996@2;LINESTRING (-80.100881 40.37043899333812, -80.09948817999999 40.37247828333906)
N10375;27617@1;LINESTRING (-80.04445699999999 40.4897189933945, -80.04484407 40.49041516339479)
W13300;27655@1;LINESTRING (-80.08590099999999 40.4800769933899, -80.08065952999999 40.48109831339038)
E19740;27381@1;LINESTRING (-79.933397 40.43790999337002, -79.93382348999998 40.43292187336767)
N39800;12183@1;LINESTRING (-80.06966199999998 40.49772199339825, -80.06809957999998 40.49644445339766)
S70529;27546@1;LINESTRING (-79.976268 40.39304299334882, -79.98261811999998 40.39031768334755)
N08420;27847@1;LINESTRING (-80.220145 40.57819999343612, -80.22044870000001 40.57908359343656)
W24310;11995@1;LINESTRING (-80.111642 40.36027599333328, -80.11092781000001 40.36150587333388)
S00680;33699@1;LINESTRING (-79.94197800000001 40.40294499335351, -79.94453208 40.41094643335725)
E70162;5941@1;LINESTRING (-79.831181 40.46486599338274, -79.82941895 40.4647646033827)
S01810;8130@1;LINESTRING (-79.84403299999998 40.35297199332983, -79.84340865999999 40.35392374333028)
E58130;27461@1;LINESTRING (-79.939888 40.42439599336364, -79.93980353999999 40.42256026336278)
N40900;10595@1;LINESTRING (-80.007293 40.56714999343092, -80.00432131999999 40.56929380343195)
S40050;10557@1;LINESTRING (-79.99423799999998 40.36848099333718, -79.99648754 40.35834485333239)
E34230;27800@1;LINESTRING (-79.86044 40.45242299337686, -79.85641762999998 40.45775208337943)
N06680;21870@1;LINESTRING (-80.02287099999999 40.55815599342669, -80.02242475999999 40.55661849342596)
N21240;5921@1;LINESTRING (-79.774698 40.54189899341906, -79.78104814 40.55538691342537)
N31620;14782@1;LINESTRING (-79.93046799999999 40.4941969933966, -79.931899 40.49479797339689)
N28060;23841@1;LINESTRING (-79.994681 40.45940799338017, -79.99373697999998 40.45015982337581)
S31770;27493@1;LINESTRING (-79.90727 40.37960299334244, -79.90830822999999 40.37821241334181)
N03670;62@1;LINESTRING (-79.7647 40.59798199344542, -79.76356276 40.6068972034496)
N21925;5931@1;LINESTRING (-79.72125600000001 40.62647099345878, -79.72888518999999 40.62986914346038)
S40640;27850@1;LINESTRING (-79.89537900000001 40.35046199332868, -79.89235907 40.3478047233274)
E10680;27810@1;LINESTRING (-79.77540799999998 40.40209299335308, -79.78901249999998 40.39383986334919)
E70445;5972@1;LINESTRING (-79.80097099999998 40.46384799338225, -79.80828409999998 40.46699654338374)
X02660;27658@1;LINESTRING (-80.08004699999999 40.3714599933386, -80.08252688 40.37174772333872)
E58575;38264@1;LINESTRING (-79.855508 40.44549399337362, -79.85745814000001 40.44195266337195)
W07390;27685@1;LINESTRING (-80.10392499999999 40.47946199338964, -80.09367872999999 40.47299088338655)
E09180;6016@1;LINESTRING (-79.831867 40.40211899335309, -79.83199535 40.40296047335349)
N50260;27541@1;LINESTRING (-79.999178 40.46953099338496, -80.00021597 40.47417781338716)
E52735;27426@1;LINESTRING (-79.94881099999999 40.47818299338904, -79.95539186999999 40.46931751338487)
X03430;27588@1;LINESTRING (-80.007347 40.39228899334845, -80.00805708000001 40.3924049033485)
E70276;5943@1;LINESTRING (-79.81750999999998 40.48527499339237, -79.81899779999999 40.48435807339196)
S48572;10557@1;LINESTRING (-79.99770399999998 40.37035099333809, -79.99648754 40.35834485333239)
W23098;21550@1;LINESTRING (-80.186932 40.45109799337624, -80.18751355999999 40.44240759337216)
N36085;10581@1;LINESTRING (-79.957812 40.51225899340508, -79.96178840999998 40.51368133340577)
X02335;5478@1;LINESTRING (-80.061387 40.38070199334296, -80.05991326 40.391286073348)
N24280;77@1;LINESTRING (-80.051633 40.48944299339436, -80.05701308999998 40.48835690339383)
S70432;6094@1;LINESTRING (-79.93395799999998 40.35913199333274, -79.93904754 40.34577374332645)
S05430;5460@1;LINESTRING (-80.002876 40.35572899333117, -80.00283284999999 40.35565737333111)
N40435;14679@2;LINESTRING (-79.872907 40.48864599339395, -79.87292478000001 40.49062423339491)
N10590;5294@1;LINESTRING (-80.040458 40.48759499339346, -80.04168799 40.48195196339081)
E03260;6023@1;LINESTRING (-79.811139 40.3966129933505, -79.81398852 40.3950468533498)
W17100;5491@1;LINESTRING (-80.05270899999998 40.4320179933672, -80.05270059 40.43189520336719)
N31610;14782@1;LINESTRING (-79.93082700000001 40.49430099339663, -79.931899 40.49479797339689)
S70643;27738@1;LINESTRING (-79.96368299999999 40.36267999333448, -79.96164143999999 40.36090097333356)
N50230;27541@1;LINESTRING (-79.99784699999999 40.46983199338513, -80.00021597 40.47417781338716)
W06810;39005@1;LINESTRING (-80.15328899999999 40.51417899340597, -80.15277036999998 40.51379339340584)
E30600;27815@1;LINESTRING (-79.70845899999999 40.45817799337956, -79.70601644999999 40.4517305133765)
N71277;59@1;LINESTRING (-79.86109999999999 40.50104299339981, -79.85560456 40.50894698340355)
E25960;5939@2;LINESTRING (-79.87155999999999 40.47486699338748, -79.86854568 40.46091124338086)
S33070;38267@2;LINESTRING (-79.838561 40.34739499332719, -79.8422777 40.35412360333036)
E21510;5940@1;LINESTRING (-79.83705199999999 40.46693699338371, -79.84046048 40.46280475338175)
E34220;13669@1;LINESTRING (-79.85163900000001 40.45800899337952, -79.85038153999999 40.46296796338188)
X02290;27658@1;LINESTRING (-80.07552999999999 40.37317999333941, -80.08252688 40.37174772333872)
X02350;5473@1;LINESTRING (-80.103883 40.35848699333247, -80.10516875 40.35188950332932)
N49560;27488@1;LINESTRING (-80.034325 40.47944199338964, -80.03505661 40.47393861338701)
S08270;27736@1;LINESTRING (-79.97847699999998 40.36744499333673, -79.97082480999998 40.36563140333585)
E55065;5972@1;LINESTRING (-79.802575 40.46335599338201, -79.80828409999998 40.46699654338374)
N45570;5727@1;LINESTRING (-80.01113000000001 40.56003599342757, -80.01342541 40.56094738342803)
N03660;62@1;LINESTRING (-79.76458999999998 40.59826999344551, -79.76356276 40.6068972034496)
E17367;27428@1;LINESTRING (-79.925664 40.46656099338353, -79.92993197999999 40.46960733338499)
N12060;10574@2;LINESTRING (-80.01920299999999 40.54525999342061, -80.01858959999998 40.54873651342226)
E17580;99@1;LINESTRING (-79.88485499999999 40.4277109933652, -79.88456355 40.42977051336617)
E40370;10548@2;LINESTRING (-79.868701 40.44830399337492, -79.86691457999999 40.45258031337694)
S05270;27599@1;LINESTRING (-80.00989599999998 40.35259599332964, -80.00615971999999 40.35833183333239)
S70492;6111@1;LINESTRING (-79.95280200000001 40.38399799334454, -79.96498745000001 40.38787293334632)
W22470;54@2;LINESTRING (-80.149961 40.44480099337326, -80.16024964 40.44281454337234)
N44640;5900@1;LINESTRING (-79.78022299999999 40.54126899341878, -79.79015247 40.5411635734187)
S25490;6116@1;LINESTRING (-79.912367 40.37173999333875, -79.90960275 40.36646487333623)
X00480;5473@1;LINESTRING (-80.10568899999998 40.35306399332991, -80.10516875 40.35188950332932)
N71252;12183@1;LINESTRING (-80.070004 40.49775899339826, -80.06809957999998 40.49644445339766)
E19420;5288@1;LINESTRING (-79.895568 40.43983299337093, -79.89763775999998 40.43966653337085)
S39665;27738@1;LINESTRING (-79.96193599999998 40.36123699333374, -79.96164143999999 40.36090097333356)
N21910;14679@1;LINESTRING (-79.876965 40.4889549933941, -79.87363517 40.49047560339481)
N71325;25568@1;LINESTRING (-80.095423 40.51324499340559, -80.1072545 40.51253263340525)
W13505;27655@1;LINESTRING (-80.07875199999999 40.47974899338976, -80.08065952999999 40.48109831339038)
N12550;14575@1;LINESTRING (-79.94548399999999 40.4954299933972, -79.94678630999999 40.49421210339658)
W02800;137@1;LINESTRING (-80.08834599999999 40.401856993353, -80.08716597999999 40.40839157335606)
E70443;27798@1;LINESTRING (-79.820251 40.46466799338263, -79.81181452999999 40.46078765338084)
E44797;27380@1;LINESTRING (-79.945279 40.43506799336867, -79.95059772999998 40.43434812336832)
X09310;27553@1;LINESTRING (-80.01613199999998 40.43465399336849, -80.01650060999999 40.42762979336517)
E10050;27811@1;LINESTRING (-79.86383499999998 40.42246599336272, -79.86502660999999 40.41668531335998)
S45020;38779@1;LINESTRING (-79.98537900000001 40.41338599335841, -79.98640495999999 40.41761039336045)
E49945;5945@1;LINESTRING (-79.77278100000001 40.47526499338763, -79.76657237000001 40.47525427338767)
X13590;21562@1;LINESTRING (-80.02274200000001 40.39788699335113, -80.02467036999998 40.39939268335181)
S50180;6088@1;LINESTRING (-79.89357099999999 40.29205299330095, -79.89385059999999 40.28718136329865)
E55500;5939@2;LINESTRING (-79.86556299999999 40.46359699338215, -79.86854568 40.46091124338086)
S42300;27589@1;LINESTRING (-79.996944 40.38757499334618, -79.99959407 40.39412589334933)
S20510;102@2;LINESTRING (-79.853219 40.3717269933387, -79.8422005 40.36651182333624)
X02370;11549@1;LINESTRING (-80.059029 40.38143199334329, -80.05243355000002 40.38001667334265)
E46820;10463@2;LINESTRING (-79.86673499999998 40.44331399337258, -79.86146601 40.43927631337067)
W13200;5660@1;LINESTRING (-80.072907 40.47563199338784, -80.06927967999999 40.47568672338784)
E70589;27675@1;LINESTRING (-79.86740500000002 40.40223299335312, -79.86411447999998 40.40001695335214)
N14460;27539@1;LINESTRING (-80.01973599999999 40.46655499338356, -80.01771247000002 40.46726278338386)
N28940;27678@1;LINESTRING (-80.05077299999999 40.48894499339412, -80.04559984999999 40.49278237339591)
X07010;27593@1;LINESTRING (-80.02323 40.44032799337116, -80.02292733999998 40.44026271337112)
N71327;27604@1;LINESTRING (-80.090839 40.51146799340471, -80.08487903 40.52191356340963)
E70748;27474@1;LINESTRING (-79.89508599999998 40.4646849933827, -79.89566277999998 40.45898835337998)
S47730;21563@2;LINESTRING (-80.01132999999999 40.41694899336013, -80.00941661999998 40.41463144335901)
E70258;10548@1;LINESTRING (-79.86404399999998 40.4558849933785, -79.86681879 40.45253420337696)
X02330;5478@1;LINESTRING (-80.061485 40.38045099334286, -80.05991326 40.391286073348)
N71266;21869@1;LINESTRING (-80.005646 40.49571899339732, -80.00935239 40.50459988340151)
N13250;6734@1;LINESTRING (-80.02699199999999 40.46034899338062, -80.02781912000002 40.46434547338254)
N18747;33162@1;LINESTRING (-79.97271399999998 40.48825399339377, -79.97236186000001 40.48868068339397)
