STOP_ID;sensor_ID;geometry
W03800;27625@1;LINESTRING (-80.06070899999999 40.4537849933775, -80.06554269 40.45392546337758)
S13770;19414@1;LINESTRING (-79.84884299999999 40.36376399333493, -79.84337148999998 40.36312269333465)
N36050;10583@1;LINESTRING (-79.96989399999998 40.53460699341562, -79.96652029999998 40.5306596934138)
E70746;27474@1;LINESTRING (-79.89107 40.46461699338261, -79.89566277999998 40.45898835337998)
E70764;27490@1;LINESTRING (-79.881159 40.41204399335781, -79.8787179 40.41071268335718)
N14660;27377@1;LINESTRING (-80.011088 40.47059199338546, -80.01012181 40.4655815833831)
E70245;27470@1;LINESTRING (-79.95944799999999 40.46627599338339, -79.96075939999999 40.46748011338398)
E14430;8064@1;LINESTRING (-79.883163 40.43523299336877, -79.88015930999998 40.43717754336964)
S70167;27754@1;LINESTRING (-79.862285 40.34240099332482, -79.864965 40.34339599332533)
N44600;5899@1;LINESTRING (-79.802319 40.54118499341871, -79.80650394999999 40.54097186341863)
W24430;21648@1;LINESTRING (-80.08383199999999 40.40560199335476, -80.08181089999999 40.40839705335609)
W70117;27631@1;LINESTRING (-80.045777 40.44146599337173, -80.04478818999999 40.4423847733721)
E57620;19401@1;LINESTRING (-79.914338 40.44630499337397, -79.91487653 40.44564259337368)
N43255;5707@1;LINESTRING (-80.02193799999999 40.5000219933993, -80.02534759 40.50332282340086)
E30260;39463@1;LINESTRING (-79.892184 40.43351799336794, -79.88885263 40.43274619336758)
S19330;21563@1;LINESTRING (-80.0052 40.4182429933607, -80.00921176999999 40.41462510335904)
X20370;21562@1;LINESTRING (-80.022178 40.40161099335285, -80.02467036999998 40.39939268335181)
N17882;5701@1;LINESTRING (-80.00940099999998 40.48510599339227, -80.01578591000001 40.48550345339248)
N13790;5709@1;LINESTRING (-80.04357499999999 40.51961399340857, -80.04325722999999 40.52169280340952)
E07000;27390@1;LINESTRING (-79.978264 40.44068199337133, -79.97422452000001 40.44136946337166)
E04580;27428@1;LINESTRING (-79.93784699999999 40.46722899338387, -79.92993197999999 40.46960733338499)
E02850;5939@2;LINESTRING (-79.86936 40.46732499338393, -79.86854568 40.46091124338086)
N40000;77@2;LINESTRING (-80.05628299999999 40.48790499339362, -80.05701790000001 40.4882564133938)
W24530;27663@1;LINESTRING (-80.08255600000001 40.39963399335194, -80.08627945999999 40.39541671334995)
S17110;6120@1;LINESTRING (-79.87535499999998 40.38898199334692, -79.87595064999998 40.39024938334749)
X04250;27669@1;LINESTRING (-80.06118599999999 40.36755799333674, -80.06560462 40.36239275333429)
N50250;27541@1;LINESTRING (-79.99882099999998 40.469575993385, -80.00021597 40.47417781338716)
E54160;5989@1;LINESTRING (-79.962822 40.44205299337202, -79.96408540999998 40.4363989233693)
W24150;27663@1;LINESTRING (-80.08497199999999 40.39654399335043, -80.08627945999999 40.39541671334995)
N39650;12183@2;LINESTRING (-80.06722600000001 40.4959699933974, -80.06807990000001 40.49635531339759)
W70114;27631@1;LINESTRING (-80.04587600000001 40.44157099337171, -80.04478818999999 40.4423847733721)
E06035;27382@1;LINESTRING (-79.915302 40.43079899336664, -79.91647779999998 40.43475230336852)
S70299;118@1;LINESTRING (-79.82828499999999 40.38006799334267, -79.82807411999998 40.38952786334718)
E25352;27461@1;LINESTRING (-79.940952 40.4258309933643, -79.93980353999999 40.42256026336278)
S00990;33699@1;LINESTRING (-79.94335100000001 40.40761599335571, -79.94453208 40.41094643335725)
S28360;6071@1;LINESTRING (-79.96458 40.34250999332488, -79.96712356 40.34238804332484)
N14255;27613@1;LINESTRING (-80.035635 40.51741699340754, -80.03671555 40.51802381340783)
E32345;27468@1;LINESTRING (-79.924487 40.48787999339361, -79.92386929999998 40.48792944339365)
W14480;27625@1;LINESTRING (-80.064504 40.44952899337551, -80.06554269 40.45392546337758)
E05940;27382@1;LINESTRING (-79.916235 40.42810099336539, -79.91647779999998 40.43475230336852)
E14510;8064@1;LINESTRING (-79.88170799999999 40.43755199336988, -79.88015930999998 40.43717754336964)
E15120;27449@1;LINESTRING (-79.89936800000001 40.42084799336195, -79.89856833 40.4203820133617)
E19750;8057@1;LINESTRING (-79.97615199999998 40.43712499336967, -79.97506918000001 40.43722203336973)
N12850;5666@1;LINESTRING (-80.032071 40.46382899338223, -80.03269381 40.46444658338253)
X70024;27594@1;LINESTRING (-80.046566 40.39483499334967, -80.04725609999998 40.39126452334796)
W10600;71@1;LINESTRING (-80.06936699999999 40.48177299339073, -80.07224011999999 40.48416042339185)
N12510;668@1;LINESTRING (-79.94813099999999 40.49335399339617, -79.94931802999999 40.49267278339585)
N24070;33162@1;LINESTRING (-79.970816 40.47869099338929, -79.97236186000001 40.48868068339397)
N14940;23841@1;LINESTRING (-79.99484 40.45544899337829, -79.99373697999998 40.45015982337581)
E07600;5935@2;LINESTRING (-79.960375 40.45816699337959, -79.95828659999999 40.45880039337986)
S70143;25103@2;LINESTRING (-79.96263199999999 40.43278599336761, -79.96360178 40.4356147633689)
E51350;27436@1;LINESTRING (-79.920956 40.44561699337365, -79.92014566 40.44265309337226)
S00290;38779@1;LINESTRING (-79.98743899999999 40.41977499336144, -79.98640495999999 40.41761039336045)
S01520;102@2;LINESTRING (-79.848922 40.3725579933391, -79.8422005 40.36651182333624)
N05890;27849@1;LINESTRING (-80.000636 40.44832099337495, -79.99862970999999 40.4511809933763)
X03440;27589@1;LINESTRING (-80.00312899999999 40.39110999334788, -79.99959407 40.39412589334933)
E15860;27375@1;LINESTRING (-79.987105 40.44260599337223, -79.98695748999998 40.43863049337036)
E17760;99@1;LINESTRING (-79.886414 40.42736799336504, -79.88456355 40.42977051336617)
E48490;5992@1;LINESTRING (-79.90586899999998 40.44726199337445, -79.90900261999998 40.45032924337593)
E52450;11301@1;LINESTRING (-79.87883100000001 40.43971299337088, -79.87732599999998 40.44122545337159)
N12975;27543@1;LINESTRING (-80.038551 40.47381899338696, -80.03718665 40.47198950338613)
N35560;27541@1;LINESTRING (-80.00275400000001 40.48231099339097, -80.00021597 40.47417781338716)
N23940;33162@1;LINESTRING (-79.973337 40.48011699338995, -79.97236186000001 40.48868068339397)
E09620;1378@2;LINESTRING (-79.96721899999999 40.4566669933789, -79.96763936000001 40.45524709337824)
S48745;6122@1;LINESTRING (-79.88632499999999 40.39948299335182, -79.88346085999999 40.40017461335217)
N20940;26516@1;LINESTRING (-79.86506599999998 40.49177599339543, -79.86961252999998 40.49036259339478)
S42320;21563@1;LINESTRING (-80.008555 40.41175099335765, -80.00921176999999 40.41462510335904)
S47410;27756@1;LINESTRING (-79.84055199999999 40.32757799331779, -79.84144337999999 40.33446844332106)
E58720;19116@2;LINESTRING (-79.798413 40.4329879933677, -79.80200069999999 40.43198195336723)
W01870;27625@1;LINESTRING (-80.06765300000001 40.44853899337503, -80.06554269 40.45392546337758)
N18005;27849@1;LINESTRING (-79.99893599999999 40.46232599338154, -79.99862970999999 40.4511809933763)
E38660;6006@1;LINESTRING (-79.81971099999998 40.40780599335579, -79.82620159999999 40.40881320335629)
E50520;5943@1;LINESTRING (-79.81797199999998 40.48482999339217, -79.81899779999999 40.48435807339196)
E36460;118@1;LINESTRING (-79.82818899999998 40.38712099334602, -79.82807411999998 40.38952786334718)
N22220;26516@1;LINESTRING (-79.85897999999999 40.49477599339689, -79.86961252999998 40.49036259339478)
E25020;6006@1;LINESTRING (-79.82488899999998 40.40733599335559, -79.82620159999999 40.40881320335629)
S30890;6031@1;LINESTRING (-79.864017 40.35142999332911, -79.86463246 40.34947504332818)
E56220;27474@1;LINESTRING (-79.896722 40.4724229933863, -79.89566277999998 40.45898835337998)
E03926;19433@1;LINESTRING (-79.96804099999999 40.44097799337148, -79.96665253999998 40.43582338336904)
W26350;27641@1;LINESTRING (-80.080602 40.44684799337424, -80.07955062999999 40.45068749337603)
E25090;27446@1;LINESTRING (-79.934344 40.42419699336354, -79.93486209999999 40.42802469336537)
N39780;25568@1;LINESTRING (-80.10380699999997 40.51213399340508, -80.1072545 40.51253263340525)
S46470;27763@1;LINESTRING (-79.845939 40.34554199332631, -79.84960968 40.34943842332816)
S17120;6120@1;LINESTRING (-79.87555500000001 40.38885799334681, -79.87595064999998 40.39024938334749)
S04760;27558@1;LINESTRING (-79.96843199999998 40.41734599336034, -79.96536164 40.4184085133608)
E48642;27399@1;LINESTRING (-79.984397 40.44359799337273, -79.98497465999999 40.43943031337075)
S70343;10493@1;LINESTRING (-79.835877 40.35749999333201, -79.83405994999998 40.35601764333129)
N14040;11553@1;LINESTRING (-80.028323 40.50956199340383, -80.02967068 40.50781390340299)
E56010;11301@1;LINESTRING (-79.88009599999998 40.44317199337252, -79.87732599999998 40.44122545337159)
S34360;19075@1;LINESTRING (-79.90847799999999 40.36483599333543, -79.90769229999999 40.36335096333474)
E55630;5954@1;LINESTRING (-79.838049 40.48159099339064, -79.83409051 40.47994725338987)
E20945;5943@1;LINESTRING (-79.82244100000001 40.47980999338979, -79.81899779999999 40.48435807339196)
E70762;27453@1;LINESTRING (-79.91345600000002 40.46559399338311, -79.91275372 40.46007320338048)
S23965;6070@2;LINESTRING (-79.943218 40.32386199331605, -79.94472932999999 40.32755568331781)
S47310;12648@1;LINESTRING (-79.84541 40.33195199331985, -79.84723276 40.33315624332045)
E70371;19433@1;LINESTRING (-79.96796399999999 40.44117399337154, -79.96665253999998 40.43582338336904)
E04290;11736@1;LINESTRING (-79.86397099999998 40.42963799336611, -79.86384769999999 40.42987770336623)
W14220;27625@1;LINESTRING (-80.06268 40.44851999337504, -80.06554269 40.45392546337758)
X07050;27593@1;LINESTRING (-80.02299499999999 40.44040899337121, -80.02292733999998 40.44026271337112)
S16610;27505@1;LINESTRING (-79.995104 40.42864999336567, -79.99309774 40.42775032336525)
N13050;6734@1;LINESTRING (-80.02658 40.46037999338066, -80.02781912000002 40.46434547338254)
E48910;5989@1;LINESTRING (-79.96556799999999 40.44154099337171, -79.96408540999998 40.4363989233693)
W00280;137@2;LINESTRING (-80.09117699999999 40.40435599335417, -80.08728553 40.40844049335613)
S47560;27563@1;LINESTRING (-79.99911099999998 40.42100099336204, -79.99790912 40.41594626335964)
N13100;27617@1;LINESTRING (-80.045126 40.48739599339337, -80.04484407 40.49041516339479)
E51270;27436@1;LINESTRING (-79.91971299999999 40.44003999337102, -79.92014566 40.44265309337226)
E11922;5851@2;LINESTRING (-79.93796400000001 40.48797699339369, -79.93803615999998 40.49101831339507)
E25750;38260@1;LINESTRING (-79.81698199999998 40.38103399334313, -79.81787513 40.3816069233434)
E58380;119@1;LINESTRING (-79.77241999999998 40.4382619933702, -79.77647275 40.43774761336994)
N14780;27377@1;LINESTRING (-80.01118000000001 40.47039399338535, -80.01012181 40.4655815833831)
E05990;27447@1;LINESTRING (-79.92786399999999 40.42215299336257, -79.92684174 40.4253833933641)
E34300;27476@1;LINESTRING (-79.90584 40.46906099338474, -79.90719257000001 40.46181920338129)
E36970;19154@2;LINESTRING (-79.83654499999999 40.39866999335145, -79.84093556000001 40.39585474335016)
E20620;5939@1;LINESTRING (-79.87299200000001 40.46046799338068, -79.86855973999999 40.46084795338083)
E45325;5288@1;LINESTRING (-79.894891 40.43941599337071, -79.89763775999998 40.43966653337085)
S01260;33699@1;LINESTRING (-79.94264100000001 40.4046629933543, -79.94453208 40.41094643335725)
N40130;12183@2;LINESTRING (-80.06429 40.49432499339663, -80.06807990000001 40.49635531339759)
S70460;10545@1;LINESTRING (-79.927312 40.3497319933283, -79.92520665000001 40.3455559533263)
N08160;5298@1;LINESTRING (-80.187169 40.54503399342052, -80.18936457 40.54728100342159)
S12510;27563@1;LINESTRING (-80.00038499999998 40.41997499336156, -79.99790912 40.41594626335964)
N20835;5921@1;LINESTRING (-79.77312399999998 40.54249799341929, -79.78104814 40.55538691342537)
E30490;5976@1;LINESTRING (-79.713173 40.44221299337205, -79.70975122999998 40.4475739133746)
N08260;5298@1;LINESTRING (-80.190179 40.55015099342291, -80.18936457 40.54728100342159)
S70600;10606@2;LINESTRING (-79.932845 40.38948899334711, -79.93140166999999 40.3837380933444)
E28620;27447@1;LINESTRING (-79.931775 40.41988299336151, -79.92684174 40.4253833933641)
E08580;27675@1;LINESTRING (-79.87082299999999 40.40452099335422, -79.86411447999998 40.40001695335214)
E55810;27829@1;LINESTRING (-79.836737 40.49730499339804, -79.83616287999999 40.49100539339508)
N18610;27541@1;LINESTRING (-80.002943 40.47303399338661, -80.00021597 40.47417781338716)
N32720;10574@2;LINESTRING (-80.01915299999999 40.550305993423, -80.01858959999998 40.54873651342226)
N13000;12183@1;LINESTRING (-80.06438399999998 40.49964699339913, -80.06809957999998 40.49644445339766)
S70631;6094@2;LINESTRING (-79.942001 40.34322899332523, -79.93915052 40.34574651332642)
W70156;26515@2;LINESTRING (-80.15897099999998 40.51663699340714, -80.15787616999999 40.51504353340641)
W22890;54@2;LINESTRING (-80.14989899999999 40.44496799337337, -80.16024964 40.44281454337234)
N33470;27847@1;LINESTRING (-80.22996499999999 40.59153799344236, -80.22044870000001 40.57908359343656)
S70461;10545@1;LINESTRING (-79.926333 40.34630299332673, -79.92520665000001 40.3455559533263)
N43810;5701@1;LINESTRING (-80.012895 40.48309899339132, -80.01578591000001 40.48550345339248)
E32751;27496@1;LINESTRING (-79.92760899999998 40.40654799335521, -79.92276436999998 40.41380713335864)
X02375;5478@1;LINESTRING (-80.06465799999999 40.37835699334186, -80.05991326 40.391286073348)
S70531;27546@1;LINESTRING (-79.97636099999998 40.38998299334737, -79.98261811999998 40.39031768334755)
E33880;27800@1;LINESTRING (-79.85911099999998 40.45324599337723, -79.85641762999998 40.45775208337943)
E55700;5953@1;LINESTRING (-79.84552499999998 40.47788399338885, -79.84690132 40.47713301338852)
X02320;27658@1;LINESTRING (-80.086342 40.36682099333642, -80.08252688 40.37174772333872)
E70033;25107@1;LINESTRING (-79.843126 40.51738299340752, -79.85173309999998 40.50788936340302)
N71304;5719@1;LINESTRING (-79.99493999999999 40.46822199338435, -79.995092 40.47486924338745)
N71313;5299@1;LINESTRING (-80.18360300000001 40.53730999341689, -80.18393471999998 40.53725029341686)
N40425;11704@2;LINESTRING (-79.87953500000002 40.48750299339346, -79.88163651000001 40.49087992339503)
X08930;5484@1;LINESTRING (-79.99978599999999 40.42571599336428, -80.00279415 40.43160475336703)
N08240;27700@1;LINESTRING (-80.205235 40.56383299342937, -80.20222576999998 40.57112213343277)
E70852;33699@1;LINESTRING (-79.939543 40.4135369933585, -79.94453208 40.41094643335725)
N23220;5718@1;LINESTRING (-79.98487 40.461222993381, -79.98164869 40.46947237338492)
E70350;27830@1;LINESTRING (-79.77834899999999 40.48924099339428, -79.77180511 40.48650758339295)
E59060;119@2;LINESTRING (-79.77746799999998 40.43747299336982, -79.77650639999999 40.43785123336998)
N50280;27541@1;LINESTRING (-79.99772399999999 40.47007099338519, -80.00021597 40.47417781338716)
N24005;22874@2;LINESTRING (-79.950717 40.50664899340244, -79.95170997 40.50404863340119)
S05390;5460@1;LINESTRING (-80.00527999999998 40.35401799333037, -80.00283284999999 40.35565737333111)
E36220;31202@1;LINESTRING (-79.809209 40.38008599334266, -79.80747963999998 40.38169902334342)
N14020;25568@1;LINESTRING (-80.09979300000001 40.5131899934055, -80.1072545 40.51253263340525)
N21715;5931@1;LINESTRING (-79.72449999999999 40.6236959934575, -79.72888518999999 40.62986914346038)
E30545;10601@1;LINESTRING (-79.71074099999998 40.45483399337801, -79.71080859 40.44857144337506)
E70992;27409@1;LINESTRING (-79.98869099999999 40.442017993372, -79.99157553999999 40.44206390337199)
X17653;27561@1;LINESTRING (-80.01101199999999 40.42367799336333, -80.00986265 40.42289135336294)
N12800;12183@1;LINESTRING (-80.07288399999999 40.50315999340084, -80.06809957999998 40.49644445339766)
N21245;5931@1;LINESTRING (-79.72221299999998 40.62603099345858, -79.72888518999999 40.62986914346038)
E48645;5939@1;LINESTRING (-79.86630799999999 40.45940099338017, -79.86855973999999 40.46084795338083)
E08240;6100@2;LINESTRING (-79.984211 40.43550399336884, -79.98373192999999 40.43542827336887)
X18555;27658@1;LINESTRING (-80.08457299999998 40.3687129933373, -80.08252688 40.37174772333872)
E70279;5972@1;LINESTRING (-79.80101500000001 40.46397299338235, -79.80828409999998 40.46699654338374)
E70322;5940@1;LINESTRING (-79.84450699999998 40.46339099338203, -79.84046048 40.46280475338175)
N71293;5927@1;LINESTRING (-79.71229 40.66738699347798, -79.71052693 40.66743434347802)
N13215;27543@1;LINESTRING (-80.03863199999998 40.47377499338697, -80.03718665 40.47198950338613)
N32840;146@1;LINESTRING (-80.023723 40.55826499342673, -80.02387412 40.55915654342714)
S70450;27735@1;LINESTRING (-80.000271 40.34440699332576, -79.99315443999998 40.3453345933262)
E17300;1378@2;LINESTRING (-79.96659899999999 40.45920499338007, -79.96763936000001 40.45524709337824)
S70483;10493@1;LINESTRING (-79.83481799999998 40.35485599333072, -79.83405994999998 40.35601764333129)
E32746;27496@1;LINESTRING (-79.92772599999999 40.40665399335527, -79.92276436999998 40.41380713335864)
N70010;77@2;LINESTRING (-80.053679 40.48668499339302, -80.05701790000001 40.4882564133938)
W16380;21648@1;LINESTRING (-80.07553599999999 40.41301799335827, -80.08181089999999 40.40839705335609)
E25364;27446@1;LINESTRING (-79.934234 40.42427099336358, -79.93486209999999 40.42802469336537)
E70950;26516@1;LINESTRING (-79.87065200000001 40.47595399338801, -79.86961252999998 40.49036259339478)
N36080;10581@1;LINESTRING (-79.958055 40.51227699340509, -79.96178840999998 40.51368133340577)
E58665;19405@1;LINESTRING (-79.855098 40.44577099337373, -79.85191542 40.44602854337386)
E70863;27382@1;LINESTRING (-79.91799899999999 40.43155999336701, -79.91647779999998 40.43475230336852)
S46850;12648@1;LINESTRING (-79.84966299999999 40.33468099332116, -79.84723276 40.33315624332045)
S13933;27720@1;LINESTRING (-79.988192 40.33033199331911, -79.98737792999999 40.32901180331849)
E10300;19423@1;LINESTRING (-79.87421899999998 40.42901799336583, -79.87214848000001 40.43383317336809)
N13260;27617@1;LINESTRING (-80.045131 40.48725299339333, -80.04484407 40.49041516339479)
X20200;27582@1;LINESTRING (-80.02065099999999 40.40280099335344, -80.01690025000001 40.40152194335284)
E25357;27380@1;LINESTRING (-79.94973899999999 40.42568599336423, -79.95059772999998 40.43434812336832)
N22040;5899@1;LINESTRING (-79.809341 40.54066899341845, -79.80650394999999 40.54097186341863)
E50170;5944@1;LINESTRING (-79.80952700000002 40.48282399339122, -79.81233924999999 40.48402438339178)
S45470;6085@1;LINESTRING (-79.85919399999999 40.36572499333587, -79.86584345999999 40.35737076333196)
S25570;27493@1;LINESTRING (-79.91027 40.37538599334047, -79.90830822999999 40.37821241334181)
S47710;27563@1;LINESTRING (-79.998954 40.42120499336213, -79.99790912 40.41594626335964)
E34559;27453@1;LINESTRING (-79.913318 40.46580199338322, -79.91275372 40.46007320338048)
S35210;27557@1;LINESTRING (-79.97721199999998 40.41257699335806, -79.98085513999999 40.41769977336049)
N27990;5666@2;LINESTRING (-80.03251 40.46188599338134, -80.03302638 40.46420556338244)
W00490;2918@1;LINESTRING (-80.17359899999998 40.52097499340918, -80.17795366999998 40.52380799341052)
E51300;27436@1;LINESTRING (-79.92156099999998 40.44801299337477, -79.92014566 40.44265309337226)
N36290;23795@1;LINESTRING (-79.95918599999999 40.51591499340681, -79.96181657 40.51386331340584)
N43770;27377@1;LINESTRING (-80.01168399999999 40.46611999338336, -80.01012181 40.4655815833831)
E29990;27473@1;LINESTRING (-79.90008199999998 40.45104099337622, -79.89878521999999 40.45274337337703)
N21440;26516@1;LINESTRING (-79.86086199999998 40.49401899339651, -79.86961252999998 40.49036259339478)
S48720;6122@1;LINESTRING (-79.886099 40.39943999335186, -79.88346085999999 40.40017461335217)
S00670;33699@1;LINESTRING (-79.93773399999999 40.40016699335217, -79.94453208 40.41094643335725)
S70335;27731@1;LINESTRING (-79.89245700000001 40.32904199331849, -79.89241414999998 40.33117599331952)
E40980;27474@1;LINESTRING (-79.88651400000001 40.46873899338462, -79.89566277999998 40.45898835337998)
S70226;6107@1;LINESTRING (-79.94747599999998 40.34877999332786, -79.94772485999999 40.34919673332805)
E39230;3134@1;LINESTRING (-79.88323100000001 40.41540399335935, -79.88740474999999 40.41707515336021)
N08570;39012@2;LINESTRING (-80.15889 40.52654599341179, -80.16250943999998 40.51678365340725)
S01040;33699@1;LINESTRING (-79.94213699999999 40.40385199335395, -79.94453208 40.41094643335725)
W02930;27663@1;LINESTRING (-80.08809399999998 40.39921499335173, -80.08627945999999 40.39541671334995)
S06480;27735@1;LINESTRING (-79.994165 40.34341099332531, -79.99315443999998 40.3453345933262)
E04645;27449@1;LINESTRING (-79.89593399999998 40.42297199336299, -79.89856833 40.4203820133617)
S46930;12648@1;LINESTRING (-79.845902 40.33239999332007, -79.84723276 40.33315624332045)
X02410;11996@1;LINESTRING (-80.097824 40.3619659933341, -80.09941729000001 40.37243427333908)
N12530;14575@1;LINESTRING (-79.94798399999999 40.49368099339635, -79.94678630999999 40.49421210339658)
S70501;27546@1;LINESTRING (-79.97635299999999 40.39151599334813, -79.98261811999998 40.39031768334755)
E52990;27426@1;LINESTRING (-79.952887 40.47739699338864, -79.95539186999999 40.46931751338487)
S70423;27755@1;LINESTRING (-79.82661800000001 40.34476699332595, -79.82668120999999 40.33994374332369)
S70458;10545@1;LINESTRING (-79.92607099999998 40.34639799332673, -79.92520665000001 40.3455559533263)
W14210;27625@1;LINESTRING (-80.063067 40.44854599337506, -80.06554269 40.45392546337758)
S70621;6082@1;LINESTRING (-79.887539 40.30763199330837, -79.88986162999998 40.30887696330895)
E18480;5935@1;LINESTRING (-79.93917900000001 40.45194499337665, -79.94203211999998 40.45591310337855)
S70249;27563@1;LINESTRING (-79.998655 40.41672099336002, -79.99790912 40.41594626335964)
N14730;27539@1;LINESTRING (-80.01583000000001 40.46799399338421, -80.01771247000002 40.46726278338386)
W70100;10565@1;LINESTRING (-80.211405 40.4422209933721, -80.21176518 40.43819707337018)
N45750;5719@1;LINESTRING (-79.99238800000001 40.46533899338295, -79.995092 40.47486924338745)
S70604;6071@1;LINESTRING (-79.96463199999998 40.34271599332499, -79.96712356 40.34238804332484)
S02170;19414@2;LINESTRING (-79.84791899999999 40.36650299333626, -79.84328087999999 40.36339100333479)
S70498;27568@1;LINESTRING (-79.97397600000001 40.38482799334493, -79.98281197999999 40.3843736233447)
N24100;22873@1;LINESTRING (-79.94995399999999 40.50500099340168, -79.94888779999999 40.50394628340115)
S70135;27494@1;LINESTRING (-79.901546 40.39772699335105, -79.89987877999998 40.39618531335034)
S16410;27505@1;LINESTRING (-79.99495 40.42875199336568, -79.99309774 40.42775032336525)
E30425;10601@1;LINESTRING (-79.710902 40.45526599337818, -79.71080859 40.44857144337506)
E55620;27829@1;LINESTRING (-79.83699399999999 40.49746699339813, -79.83616287999999 40.49100539339508)
W06780;27625@1;LINESTRING (-80.067786 40.45177699337654, -80.06554269 40.45392546337758)
S23860;6071@1;LINESTRING (-79.97024099999999 40.34357999332541, -79.96712356 40.34238804332484)
S26990;27558@1;LINESTRING (-79.96462999999999 40.41888699336102, -79.96536164 40.4184085133608)
W23183;5487@1;LINESTRING (-80.07401099999998 40.38929399334702, -80.08057705 40.39007698334738)
W18280;27598@1;LINESTRING (-80.04019100000001 40.43703399336961, -80.03451208 40.43825569337022)
X01900;27561@1;LINESTRING (-80.00886199999999 40.42446699336364, -80.00986265 40.42289135336294)
S47070;6031@1;LINESTRING (-79.86461299999999 40.34891499332792, -79.86463246 40.34947504332818)
S39890;12004@1;LINESTRING (-79.978229 40.3623539933343, -79.97793563999998 40.35287446332983)
X15270;27593@1;LINESTRING (-80.025251 40.44041399337119, -80.02292733999998 40.44026271337112)
N49960;27541@1;LINESTRING (-80.00583400000001 40.48486799339216, -80.00021597 40.47417781338716)
E01310;6098@2;LINESTRING (-79.97300300000001 40.43789499337002, -79.97222508999998 40.43646251336934)
N12900;27523@1;LINESTRING (-80.01852700000001 40.45927199338009, -80.02182426 40.46331322338202)
E51010;39463@1;LINESTRING (-79.8929 40.43492899336863, -79.88885263 40.43274619336758)
E29365;27381@1;LINESTRING (-79.93688299999998 40.43325099336781, -79.93382348999998 40.43292187336767)
E04840;1378@1;LINESTRING (-79.94937199999998 40.45414099337766, -79.95530846 40.45716412337908)
E29700;27474@1;LINESTRING (-79.89665699999998 40.45662899337884, -79.89566277999998 40.45898835337998)
E32460;27417@1;LINESTRING (-79.92925899999999 40.48109599339042, -79.93280332 40.47850303338919)
N39490;25568@1;LINESTRING (-80.101156 40.51132199340464, -80.1072545 40.51253263340525)
S13730;27763@1;LINESTRING (-79.854995 40.36216599333422, -79.84960968 40.34943842332816)
E48500;26003@2;LINESTRING (-79.905389 40.44723499337443, -79.90199606 40.44937432337547)
E35980;27453@1;LINESTRING (-79.911565 40.46072899338081, -79.91275372 40.46007320338048)
E16560;1378@2;LINESTRING (-79.967099 40.456888993379, -79.96763936000001 40.45524709337824)
N40920;10595@1;LINESTRING (-80.00696500000001 40.56723299343095, -80.00432131999999 40.56929380343195)
E39050;6023@1;LINESTRING (-79.81238700000002 40.39820799335128, -79.81398852 40.3950468533498)
N40030;25568@1;LINESTRING (-80.10327799999999 40.5118729934049, -80.1072545 40.51253263340525)
X00760;27585@1;LINESTRING (-80.03416199999999 40.40718499335551, -80.03374123 40.39925960335173)
S24495;6070@2;LINESTRING (-79.94339599999999 40.32351599331588, -79.94472932999999 40.32755568331781)
N10890;5294@1;LINESTRING (-80.039275 40.48720799339332, -80.04168799 40.48195196339081)
N13730;27613@1;LINESTRING (-80.03784 40.52017499340879, -80.03671555 40.51802381340783)
W07680;26543@1;LINESTRING (-80.14262099999999 40.51507999340641, -80.13801303 40.51975182340859)
W21410;27632@1;LINESTRING (-80.03461999999999 40.44184599337188, -80.03260337 40.44267869337227)
E20770;27453@1;LINESTRING (-79.91127599999999 40.45963599338027, -79.91275372 40.46007320338048)
N35810;23795@1;LINESTRING (-79.959079 40.51738199340752, -79.96181657 40.51386331340584)
E15510;27675@1;LINESTRING (-79.86773799999999 40.40474699335437, -79.86411447999998 40.40001695335214)
W16390;21648@1;LINESTRING (-80.07550099999999 40.41315599335831, -80.08181089999999 40.40839705335609)
N44990;5899@1;LINESTRING (-79.80767299999998 40.54070199341847, -79.80650394999999 40.54097186341863)
S02180;19414@1;LINESTRING (-79.84698399999999 40.36467299333537, -79.84337148999998 40.36312269333465)
X70029;27591@1;LINESTRING (-80.00903000000001 40.42761199336519, -80.00875173 40.43021524336641)
W07800;26543@1;LINESTRING (-80.14005200000001 40.51448499340611, -80.13801303 40.51975182340859)
S30610;27763@1;LINESTRING (-79.85346199999998 40.35219999332948, -79.84960968 40.34943842332816)
E29360;27428@1;LINESTRING (-79.937631 40.46800799338423, -79.92993197999999 40.46960733338499)
W20140;27663@1;LINESTRING (-80.087422 40.39335399334895, -80.08627945999999 40.39541671334995)
E53730;11301@1;LINESTRING (-79.87682599999999 40.44276899337234, -79.87732599999998 40.44122545337159)
S70264;27563@1;LINESTRING (-79.99711700000002 40.41426199335882, -79.99790912 40.41594626335964)
E15880;27375@1;LINESTRING (-79.987712 40.44317299337249, -79.98695748999998 40.43863049337036)
S70486;27755@1;LINESTRING (-79.83064099999999 40.344893993326, -79.82668120999999 40.33994374332369)
W21100;6708@2;LINESTRING (-80.05377800000001 40.46413399338238, -80.05440273000001 40.46402606338235)
N08100;6700@2;LINESTRING (-80.02864899999999 40.45192199337662, -80.02688846 40.44992183337568)
E02900;5286@1;LINESTRING (-79.95669399999998 40.4529419933771, -79.95532253999998 40.44993965337574)
S00460;38779@1;LINESTRING (-79.98745100000001 40.41962899336138, -79.98640495999999 40.41761039336045)
