,STOP_ID,geom_from_node,sensor_ID,geom_to_node,geometry
3401,E17320,POINT (-8891500.724969603 4118300.811831588),10548@2,POINT (-8890744.262275476 4118292.461832971),"LINESTRING (-79.87370999999999 40.45267899337696, -79.86691457999999 40.45258031337694)"
3402,E04470,POINT (-8888554.988604231 4115167.615445441),5303@1,POINT (-8888290.635983055 4115676.784392198),"LINESTRING (-79.84724799999999 40.41566099335953, -79.84487328 40.42167534336236)"
3403,S31750,POINT (-8894393.139298884 4113466.406373727),27494@1,POINT (-8894413.820233883 4113518.516126396),"LINESTRING (-79.89969299999998 40.39556999334999, -79.89987877999998 40.39618531335034)"
3404,E17395,POINT (-8897526.11504777 4119579.48497978),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.92783699999998 40.46779199338413, -79.92993197999999 40.46960733338499)"
3405,N33705,POINT (-8909074.399022665 4118635.208014977),5666@2,POINT (-8909235.74326623 4119276.071731411),"LINESTRING (-80.031577 40.45663099337885, -80.03302638 40.46420556338244)"
3406,N15670,POINT (-8907779.085427795 4126346.237982593),10574@2,POINT (-8907628.648267936 4126423.175315315),"LINESTRING (-80.01994099999999 40.54782599342183, -80.01858959999998 40.54873651342226)"
3407,E11590,POINT (-8901630.242034337 4119430.505749058),5947@1,POINT (-8901690.702989373 4119380.43568188),"LINESTRING (-79.964705 40.46603099338331, -79.96524813000001 40.465439153383)"
3408,E07920,POINT (-8898851.818863628 4115446.403132313),27461@1,POINT (-8898858.224187128 4115751.697066122),"LINESTRING (-79.939746 40.41895399336106, -79.93980353999999 40.42256026336278)"
3409,E60100,POINT (-8889568.886526378 4114889.914995007),19155@1,POINT (-8889288.258995647 4114838.025018948),"LINESTRING (-79.85635600000002 40.41238099335797, -79.85383508 40.41176812335767)"
3410,N52655,POINT (-8904673.160315171 4118603.81688909),23841@1,POINT (-8904862.067264656 4118087.643621481),"LINESTRING (-79.99204 40.45625999337866, -79.99373697999998 40.45015982337581)"
3411,E42880,POINT (-8892743.60708431 4118230.156314238),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88487499999999 40.45184399337662, -79.88981764 40.44536785337353)"
3412,E29830,POINT (-8894101.816191478 4118558.972127534),27473@1,POINT (-8894292.085691532 4118306.259463017),"LINESTRING (-79.89707599999998 40.45572999337845, -79.89878521999999 40.45274337337703)"
3413,E55570,POINT (-8887342.385391021 4121742.25371751),27829@1,POINT (-8887320.998690449 4121542.96106138),"LINESTRING (-79.836355 40.49336199339621, -79.83616287999999 40.49100539339508)"
3414,N15040,POINT (-8905044.967414422 4118766.608908062),27849@1,POINT (-8905406.723476846 4118174.054371698),"LINESTRING (-79.99538000000001 40.4581839933796, -79.99862970999999 40.4511809933763)"
3415,E46160,POINT (-8894408.390069123 4117951.672080597),26003@1,POINT (-8894645.909127045 4118025.249580118),"LINESTRING (-79.89982999999999 40.44855299337505, -79.90196367 40.44942248337545)"
3416,E21675,POINT (-8887702.169985263 4119286.091206001),5940@1,POINT (-8887799.405334083 4119157.558377873),"LINESTRING (-79.83958699999998 40.46432399338247, -79.84046048 40.46280475338175)"
3417,N53753,POINT (-8908396.352004243 4118107.882149353),6700@1,POINT (-8908525.031769626 4118078.265180231),"LINESTRING (-80.025486 40.45039899337596, -80.02664195 40.45004899337577)"
3418,S70312,POINT (-8905239.219925856 4115254.055457428),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-79.99712500000001 40.41668199336001, -79.99790912 40.41594626335964)"
3419,N08670,POINT (-8925429.903887976 4125548.682986457),27688@1,POINT (-8925151.938006271 4125166.202687084),"LINESTRING (-80.178501 40.53838799341737, -80.17600399000001 40.53386231341526)"
3420,S70321,POINT (-8893925.820076535 4105745.127131965),27729@1,POINT (-8893874.950408826 4105406.981103223),"LINESTRING (-79.895495 40.30445699330685, -79.89503802999998 40.30046955330495)"
3421,W10410,POINT (-8914378.884078456 4121368.458048872),27620@1,POINT (-8914447.656146672 4121480.239870863),"LINESTRING (-80.079228 40.48894199339411, -80.07984578999999 40.4902637433947)"
3422,W03390,POINT (-8912661.669613479 4118394.989638403),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.06380200000001 40.45379199337751, -80.06554269 40.45392546337758)"
3423,S14340,POINT (-8893831.977745797 4104269.499265355),6088@1,POINT (-8893742.766305873 4104279.963724046),"LINESTRING (-79.89465200000002 40.28705799329859, -79.89385059999999 40.28718136329865)"
3424,E50320,POINT (-8881922.79598175 4120342.932603656),19201@1,POINT (-8881847.663117828 4119896.047577885),"LINESTRING (-79.78766999999999 40.47681699338838, -79.78699506999999 40.47153405338591)"
3425,E17355,POINT (-8891426.474869246 4118414.958859225),10548@2,POINT (-8890744.262275476 4118292.461832971),"LINESTRING (-79.87304300000001 40.45402799337764, -79.86691457999999 40.45258031337694)"
3426,S70466,POINT (-8901608.757372614 4110808.129894729),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.96451199999998 40.36418799333513, -79.96164143999999 40.36090097333356)"
3427,S48770,POINT (-8893343.619139684 4114123.37567657),6121@1,POINT (-8893485.423473032 4114281.973732522),"LINESTRING (-79.89026499999999 40.40332799335371, -79.89153884999999 40.40520097335455)"
3428,S02270,POINT (-8888739.222361496 4111246.996377646),102@2,POINT (-8887993.103474453 4111005.016452732),"LINESTRING (-79.84890300000001 40.36936799333763, -79.8422005 40.36651182333624)"
3429,S22300,POINT (-8901556.214572959 4110714.336940885),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.96403999999998 40.36308099333463, -79.96164143999999 40.36090097333356)"
3430,N08200,POINT (-8925076.90978267 4125270.721160869),27688@1,POINT (-8925151.938006271 4125166.202687084),"LINESTRING (-80.17532999999999 40.53509899341584, -80.17600399000001 40.53386231341526)"
3431,N38440,POINT (-8902533.711021615 4120904.393371738),33162@1,POINT (-8902482.599790614 4121346.358523947),"LINESTRING (-79.972821 40.48345499339149, -79.97236186000001 40.48868068339397)"
3432,E46500,POINT (-8890714.141447658 4117493.510498391),10463@2,POINT (-8890137.730237525 4117166.607690231),"LINESTRING (-79.86664399999999 40.44313899337251, -79.86146601 40.43927631337067)"
3433,S70250,POINT (-8905414.993401818 4115246.181934863),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-79.998704 40.41658899335996, -79.99790912 40.41594626335964)"
3434,X01880,POINT (-8906395.161518252 4116080.123155896),27591@1,POINT (-8906533.501589047 4116399.686923922),"LINESTRING (-80.00750899999998 40.42643999336458, -80.00875173 40.43021524336641)"
3435,E09400,POINT (-8894121.85369982 4117089.563626453),5288@1,POINT (-8894164.351028625 4117199.633272771),"LINESTRING (-79.89725599999998 40.43836599337023, -79.89763775999998 40.43966653337085)"
3436,N20060,POINT (-8910987.64711093 4122983.977711167),150@1,POINT (-8911787.664669022 4123438.664160807),"LINESTRING (-80.04876400000001 40.50804699340311, -80.05595067999998 40.51342504340564)"
3437,E03290,POINT (-8898846.252889087 4116134.213861106),27463@1,POINT (-8898658.029441277 4115953.491365948),"LINESTRING (-79.939696 40.42707899336494, -79.93800516 40.4249440533639)"
3438,W14300,POINT (-8912322.924402993 4117789.703334511),27630@2,POINT (-8912184.816989936 4117447.405448467),"LINESTRING (-80.06075899999999 40.44663899337417, -80.05951836 40.44259420337224)"
3439,X04520,POINT (-8911431.032642758 4112187.65156571),11549@1,POINT (-8911396.139548371 4112149.082959489),"LINESTRING (-80.052747 40.38047199334287, -80.05243355000002 40.38001667334265)"
3440,W14490,POINT (-8912694.508863263 4118032.739371593),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.064097 40.44951099337551, -80.06554269 40.45392546337758)"
3441,E52770,POINT (-8897966.82891182 4120198.033359058),27417@1,POINT (-8898078.963261288 4120485.547801772),"LINESTRING (-79.93179599999999 40.47510399338756, -79.93280332 40.47850303338919)"
3442,S31220,POINT (-8894459.040437434 4113272.976617503),27494@1,POINT (-8894413.820233883 4113518.516126396),"LINESTRING (-79.90028499999998 40.39328599334895, -79.89987877999998 40.39618531335034)"
3443,S38540,POINT (-8889850.413518593 4110626.473511996),6085@1,POINT (-8890625.025742497 4110230.501351296),"LINESTRING (-79.858885 40.36204399333415, -79.86584345999999 40.35737076333196)"
3444,E13210,POINT (-8904461.653282663 4117280.411518815),27788@1,POINT (-8904623.520727836 4117278.818747849),"LINESTRING (-79.99013999999998 40.44062099337132, -79.99159407999998 40.4406021733713)"
3445,E03450,POINT (-8888110.935155457 4123347.946172536),25107@1,POINT (-8889054.267652387 4122970.650364392),"LINESTRING (-79.84325899999999 40.51235199340512, -79.85173309999998 40.50788936340302)"
3446,S70229,POINT (-8901497.32656233 4110687.223970728),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.963511 40.36276099333446, -79.96164143999999 40.36090097333356)"
3447,N49490,POINT (-8909365.276852107 4120580.955336574),27488@1,POINT (-8909461.747436024 4120099.454115061),"LINESTRING (-80.03418999999998 40.4796309933897, -80.03505661 40.47393861338701)"
3448,X18790,POINT (-8907376.108871121 4116568.190923436),27553@1,POINT (-8907396.102964863 4116180.83811933),"LINESTRING (-80.01632099999998 40.43220599336731, -80.01650060999999 40.42762979336517)"
3449,E52740,POINT (-8898991.413505083 4120762.468559332),5851@2,POINT (-8898661.480345489 4121544.053697118),"LINESTRING (-79.941 40.4817769933907, -79.93803615999998 40.49101831339507)"
3450,W08226,POINT (-8912869.83706126 4113719.108722762),5479@1,POINT (-8912876.239045177 4113636.809757848),"LINESTRING (-80.06567199999998 40.39855399335139, -80.06572951 40.39758216335096)"
3451,W19493,POINT (-8923896.477902299 4118311.642780602),31194@1,POINT (-8924768.331040997 4118246.075458503),"LINESTRING (-80.164726 40.45280699337704, -80.17255799 40.45203212337667)"
3452,N39880,POINT (-8916655.59030416 4123244.549341377),25568@1,POINT (-8917498.779787173 4123363.217972321),"LINESTRING (-80.09968000000001 40.51112899340455, -80.1072545 40.51253263340525)"
3453,E50987,POINT (-8893811.383640001 4117015.423233479),5288@1,POINT (-8894164.351028625 4117199.633272771),"LINESTRING (-79.89446700000001 40.43748999336984, -79.89763775999998 40.43966653337085)"
3454,E50990,POINT (-8893569.709025487 4116695.745375766),39463@1,POINT (-8893186.394830475 4116613.914482018),"LINESTRING (-79.892296 40.43371299336804, -79.88885263 40.43274619336758)"
3455,S27030,POINT (-8901675.549067091 4115688.691146445),27559@1,POINT (-8901868.889871895 4115776.715712347),"LINESTRING (-79.965112 40.42181599336244, -79.96684881 40.42285580336293)"
3456,S70422,POINT (-8886231.973470358 4109153.440364088),27755@1,POINT (-8886265.504014179 4108753.636739224),"LINESTRING (-79.82638000000001 40.34466099332591, -79.82668120999999 40.33994374332369)"
3457,S70440,POINT (-8902388.550405622 4112616.164957561),6111@1,POINT (-8901661.684224512 4112814.523997174),"LINESTRING (-79.97151700000001 40.38553099334523, -79.96498745000001 40.38787293334632)"
3458,N44590,POINT (-8883171.244070997 4125800.096295046),5913@1,POINT (-8883788.076501431 4126227.139914763),"LINESTRING (-79.798885 40.54136299341876, -79.80442609999999 40.54641654342121)"
3459,E06470,POINT (-8898145.496694544 4117680.029128801),10554@1,POINT (-8898108.956071692 4117691.346147601),"LINESTRING (-79.93340099999999 40.44534299337356, -79.93307274999999 40.44547672337359)"
3460,E03240,POINT (-8884013.264699357 4113445.319117674),5304@1,POINT (-8883296.987228213 4113143.560543711),"LINESTRING (-79.80644899999999 40.39532099334991, -79.80001457 40.39175790334824)"
3461,E46840,POINT (-8886413.646879332 4114282.90685861),6006@1,POINT (-8886212.114073198 4114587.833739641),"LINESTRING (-79.828012 40.40521199335456, -79.82620159999999 40.40881320335629)"
3462,S35234,POINT (-8900444.244179428 4108948.848762725),19006@1,POINT (-8899992.999491546 4109428.910636874),"LINESTRING (-79.95405100000002 40.34224699332476, -79.94999739999999 40.34791143332742)"
3463,N24220,POINT (-8910962.600225501 4121615.571837423),27678@1,POINT (-8910635.415544135 4121693.237124274),"LINESTRING (-80.04853899999999 40.49186399339547, -80.04559984999999 40.49278237339591)"
3464,E37260,POINT (-8886889.203744002 4119380.845150939),5941@1,POINT (-8886570.267836904 4119323.367762734),"LINESTRING (-79.832284 40.46544399338301, -79.82941895 40.4647646033827)"
3465,X18570,POINT (-8915118.824733758 4111241.065970808),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.085875 40.36929799333755, -80.08252688 40.37174772333872)"
3466,S05280,POINT (-8906616.687304931 4109846.320095498),27599@1,POINT (-8906244.960355714 4110311.936948957),"LINESTRING (-80.00949899999999 40.35283699332978, -80.00615971999999 40.35833183333239)"
3467,E51037,POINT (-8893760.176674232 4116926.978255977),5288@1,POINT (-8894164.351028625 4117199.633272771),"LINESTRING (-79.89400699999997 40.43644499336933, -79.89763775999998 40.43966653337085)"
3468,N36600,POINT (-8902164.352951163 4125222.801179085),10583@1,POINT (-8901832.320305973 4124895.523229897),"LINESTRING (-79.96950299999999 40.5345319934156, -79.96652029999998 40.5306596934138)"
3469,N31680,POINT (-8897385.852489371 4121836.967322876),5873@1,POINT (-8897252.967073627 4122081.529258005),"LINESTRING (-79.92657699999999 40.49448199339674, -79.92538327 40.49737405339808)"
3470,E70990,POINT (-8904632.640020521 4117377.821916193),27409@1,POINT (-8904621.456864476 4117402.526319909),"LINESTRING (-79.99167599999998 40.44177199337184, -79.99157553999999 40.44206390337199)"
3471,E70983,POINT (-8899651.98336345 4114735.565355356),106@1,POINT (-8899443.181394568 4114865.754425722),"LINESTRING (-79.94693399999998 40.41055799335707, -79.94505829999999 40.4120956333578)"
3472,E70980,POINT (-8884253.826118961 4113209.797198002),6023@1,POINT (-8884852.560226582 4113422.102722164),"LINESTRING (-79.80861 40.39253999334861, -79.81398852 40.3950468533498)"
3473,E70960,POINT (-8884387.966105368 4113144.330397035),6023@1,POINT (-8884852.560226582 4113422.102722164),"LINESTRING (-79.809815 40.39176699334818, -79.81398852 40.3950468533498)"
3474,N21180,POINT (-8892237.326040184 4121284.477542882),11704@2,POINT (-8892383.100026572 4121532.350136813),"LINESTRING (-79.88032700000001 40.48794899339362, -79.88163651000001 40.49087992339503)"
3475,W23100,POINT (-8926936.056598408 4118508.457894154),27660@1,POINT (-8927198.230697149 4117852.769291266),"LINESTRING (-80.19203099999999 40.45513299337817, -80.19438614999999 40.44738424337449)"
3476,X17729,POINT (-8906537.093869014 4116159.777680318),27591@1,POINT (-8906533.501589047 4116399.686923922),"LINESTRING (-80.00878399999999 40.42738099336507, -80.00875173 40.43021524336641)"
3477,X06990,POINT (-8907855.005320515 4117124.094443777),27593@1,POINT (-8908111.523275929 4117250.089552821),"LINESTRING (-80.02062299999999 40.43877399337043, -80.02292733999998 40.44026271337112)"
3478,E55380,POINT (-8888064.403608305 4120416.269012793),5953@1,POINT (-8888516.396363163 4120369.663705888),"LINESTRING (-79.84284099999999 40.4776839933888, -79.84690132 40.47713301338852)"
3479,S31460,POINT (-8894632.030926127 4112804.873595804),27494@1,POINT (-8894413.820233883 4113518.516126396),"LINESTRING (-79.901839 40.38775899334627, -79.89987877999998 40.39618531335034)"
3480,W08465,POINT (-8916042.553868361 4120056.344939344),27685@1,POINT (-8915987.531983646 4120019.284595973),"LINESTRING (-80.094173 40.47342899338679, -80.09367872999999 40.47299088338655)"
3481,S35231,POINT (-8900414.410555892 4108946.984183092),19006@1,POINT (-8899992.999491546 4109428.910636874),"LINESTRING (-79.95378299999999 40.34222499332474, -79.94999739999999 40.34791143332742)"
3482,S05380,POINT (-8906138.792730955 4109940.889731323),5460@1,POINT (-8905874.61488138 4110085.315607408),"LINESTRING (-80.005206 40.35395299333031, -80.00283284999999 40.35565737333111)"
3483,N08190,POINT (-8925096.056735087 4125256.100115272),27688@1,POINT (-8925151.938006271 4125166.202687084),"LINESTRING (-80.17550199999999 40.53492599341573, -80.17600399000001 40.53386231341526)"
3484,E44740,POINT (-8881902.424514934 4116472.459754698),19340@1,POINT (-8881062.203922741 4116985.433343658),"LINESTRING (-79.787487 40.43107499336677, -79.77993916999999 40.43713565336968)"
3485,X20310,POINT (-8907536.074979393 4114541.331271179),27582@1,POINT (-8907440.590686167 4113970.440928372),"LINESTRING (-80.017758 40.40826399335601, -80.01690025000001 40.40152194335284)"
3486,S70459,POINT (-8897423.144518787 4109573.618738032),10545@1,POINT (-8897233.305825163 4109229.28828402),"LINESTRING (-79.92691199999999 40.34961899332826, -79.92520665000001 40.3455559533263)"
3487,N21100,POINT (-8895424.625700574 4121622.168158904),58@1,POINT (-8894915.257766968 4121817.113957933),"LINESTRING (-79.90895899999998 40.49194199339554, -79.90438327 40.49424722339658)"
3488,X13500,POINT (-8908017.865735546 4113705.898015179),27566@1,POINT (-8907997.799284136 4113429.595935349),"LINESTRING (-80.02208599999999 40.39839799335134, -80.02190573999999 40.39513533334983)"
3489,X02160,POINT (-8914256.877916545 4111452.184719613),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.07813199999998 40.37178999333878, -80.08252688 40.37174772333872)"
3490,X02270,POINT (-8912582.966733485 4112127.425065123),5478@1,POINT (-8912228.777056852 4113103.600018672),"LINESTRING (-80.06309499999998 40.37976099334254, -80.05991326 40.391286073348)"
3491,E46270,POINT (-8895090.778547686 4118141.052974488),5937@1,POINT (-8895313.467623044 4118223.138947227),"LINESTRING (-79.90595999999999 40.45079099337608, -79.90796044999999 40.45176106337654)"
3492,N23584,POINT (-8910549.716234149 4121425.628368201),27617@1,POINT (-8910551.282499384 4121493.045485083),"LINESTRING (-80.04483 40.48961799339441, -80.04484407 40.49041516339479)"
3493,S48570,POINT (-8905305.566342367 4111306.638989232),10557@1,POINT (-8905168.258203255 4110313.040181751),"LINESTRING (-79.99772099999998 40.37007199333793, -79.99648754 40.35834485333239)"
3494,E30125,POINT (-8883753.445007844 4123453.623762619),19214@1,POINT (-8884008.476848058 4123617.793856258),"LINESTRING (-79.80411499999998 40.51360199340573, -79.80640599 40.51554391340663)"
3495,S39980,POINT (-8904909.936872087 4111187.353152745),10557@1,POINT (-8905168.258203255 4110313.040181751),"LINESTRING (-79.99416699999999 40.36866399333726, -79.99648754 40.35834485333239)"
3496,W02670,POINT (-8914564.564989097 4120183.230254108),27655@1,POINT (-8914538.24126911 4120705.064985885),"LINESTRING (-80.08089599999998 40.47492899338751, -80.08065952999999 40.48109831339038)"
3497,X04260,POINT (-8911620.498416089 4112015.356367018),11549@1,POINT (-8911396.139548371 4112149.082959489),"LINESTRING (-80.05444899999999 40.37843799334191, -80.05243355000002 40.38001667334265)"
3498,N40200,POINT (-8913757.498680847 4122337.316850612),12183@1,POINT (-8913140.07403072 4122002.920411134),"LINESTRING (-80.073646 40.5003989933995, -80.06809957999998 40.49644445339766)"
3499,W03630,POINT (-8913272.813617934 4118782.177135133),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.06929199999999 40.45836799337966, -80.06554269 40.45392546337758)"
3500,S31230,POINT (-8894477.296833925 4113121.209344895),27494@1,POINT (-8894413.820233883 4113518.516126396),"LINESTRING (-79.90044899999999 40.39149399334808, -79.89987877999998 40.39618531335034)"
3501,S31280,POINT (-8895151.78162864 4112201.628090318),27493@1,POINT (-8895352.182315551 4111996.247717789),"LINESTRING (-79.90650799999999 40.38063699334294, -79.90830822999999 40.37821241334181)"
3502,N38700,POINT (-8905590.989516761 4118628.60827761),27849@1,POINT (-8905406.723476846 4118174.054371698),"LINESTRING (-80.00028499999999 40.45655299337882, -79.99862970999999 40.4511809933763)"
3503,N71321,POINT (-8917029.067195769 4123398.840742021),25568@1,POINT (-8917498.779787173 4123363.217972321),"LINESTRING (-80.10303499999998 40.51295399340543, -80.1072545 40.51253263340525)"
3504,N40240,POINT (-8911598.123198438 4121140.955155766),77@2,POINT (-8911906.467055989 4121310.476955744),"LINESTRING (-80.05424799999999 40.48625199339285, -80.05701790000001 40.4882564133938)"
3505,S31090,POINT (-8894836.747469697 4112514.100498958),27493@1,POINT (-8895352.182315551 4111996.247717789),"LINESTRING (-79.903678 40.3843259933447, -79.90830822999999 40.37821241334181)"
3506,S47680,POINT (-8905734.257701412 4115615.294695707),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-80.001572 40.420948993362, -79.99790912 40.41594626335964)"
3507,N13840,POINT (-8910552.61054091 4123586.436607338),5709@1,POINT (-8910374.636278613 4124137.590698754),"LINESTRING (-80.044856 40.51517299340646, -80.04325722999999 40.52169280340952)"
3508,E35770,POINT (-8894188.868033279 4119457.154786536),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.897858 40.46634599338346, -79.89566277999998 40.45898835337998)"
3509,N18840,POINT (-8902530.037478419 4121226.713806055),33162@1,POINT (-8902482.599790614 4121346.358523947),"LINESTRING (-79.97278799999999 40.48726599339333, -79.97236186000001 40.48868068339397)"
3510,S33120,POINT (-8887587.733548731 4109442.093803016),38267@2,POINT (-8888001.697339142 4109955.347055736),"LINESTRING (-79.838559 40.34806699332749, -79.8422777 40.35412360333036)"
3511,W20180,POINT (-8915433.747573214 4112909.304415332),11997@1,POINT (-8915492.499774065 4112883.109649864),"LINESTRING (-80.08870400000001 40.38899199334688, -80.08923178000001 40.38868271334677)"
3512,E16270,POINT (-8895045.805473406 4119696.567604876),27476@1,POINT (-8895227.987612454 4119074.175993348),"LINESTRING (-79.905556 40.46917599338478, -79.90719257000001 40.46181920338129)"
3513,E59580,POINT (-8892657.779756909 4115454.191723879),3134@1,POINT (-8893025.217566144 4115287.340867349),"LINESTRING (-79.88410399999999 40.41904599336112, -79.88740474999999 40.41707515336021)"
3514,W26340,POINT (-8914304.745297587 4117784.710495374),27641@1,POINT (-8914414.79908577 4118132.294879725),"LINESTRING (-80.07856199999999 40.44657999337411, -80.07955062999999 40.45068749337603)"
3515,N33000,POINT (-8906940.404384157 4125715.926878585),31195@1,POINT (-8906761.06868449 4125315.343009986),"LINESTRING (-80.01240699999998 40.54036699341835, -80.010796 40.53562697341606)"
3516,N43830,POINT (-8907443.12320458 4121307.143097048),5701@1,POINT (-8907316.542924795 4121077.646861993),"LINESTRING (-80.01692299999999 40.48821699339377, -80.01578591000001 40.48550345339248)"
3517,S34190,POINT (-8895333.121079143 4110846.595581895),19075@1,POINT (-8895283.617301587 4110737.210869074),"LINESTRING (-79.908137 40.36464199333535, -79.90769229999999 40.36335096333474)"
3518,X18720,POINT (-8906930.162991006 4116496.244569713),27591@1,POINT (-8906533.501589047 4116399.686923922),"LINESTRING (-80.012315 40.43135599336693, -80.00875173 40.43021524336641)"
3519,E34720,POINT (-8882517.687340548 4121607.537845944),5955@1,POINT (-8883310.32330321 4121381.930336425),"LINESTRING (-79.79301399999999 40.49176899339545, -79.80013436999999 40.48910129339421)"
3520,W00510,POINT (-8923308.377032438 4123611.460199449),26515@2,POINT (-8923133.958314678 4123575.492133173),"LINESTRING (-80.159443 40.5154689934066, -80.15787616999999 40.51504353340641)"
3521,N43760,POINT (-8907079.887706121 4119043.869364503),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.01365999999999 40.46146099338113, -80.01012181 40.4655815833831)"
3522,N13690,POINT (-8908069.295340292 4123662.944207365),5711@1,POINT (-8908704.985292466 4124230.215073586),"LINESTRING (-80.022548 40.5160779934069, -80.02825849999998 40.52278855341007)"
3523,X03180,POINT (-8906375.903246345 4113206.74830778),27588@1,POINT (-8906456.173504768 4113198.356229167),"LINESTRING (-80.007336 40.39250399334855, -80.00805708000001 40.3924049033485)"
3524,X17700,POINT (-8906528.299629241 4116228.596274439),27591@1,POINT (-8906533.501589047 4116399.686923922),"LINESTRING (-80.00870499999999 40.42819399336541, -80.00875173 40.43021524336641)"
3525,X17720,POINT (-8907041.482481798 4115529.706654963),69@1,POINT (-8907246.913696498 4115542.542402076),"LINESTRING (-80.01331500000001 40.41993799336154, -80.01516042 40.42008961336158)"
3526,X02310,POINT (-8915173.482603738 4111007.657286391),27658@1,POINT (-8914746.113720244 4111448.603728501),"LINESTRING (-80.086366 40.36654299333627, -80.08252688 40.37174772333872)"
3527,E70410,POINT (-8899764.416049149 4120979.160461779),668@1,POINT (-8899917.372369085 4121683.969404713),"LINESTRING (-79.94794399999998 40.48433899339194, -79.94931802999999 40.49267278339585)"
3528,E11870,POINT (-8898673.262400394 4121304.352194069),5851@2,POINT (-8898661.480345489 4121544.053697118),"LINESTRING (-79.93814199999998 40.48818399339375, -79.93803615999998 40.49101831339507)"
3529,N08550,POINT (-8928940.809308104 4127938.988607232),78@1,POINT (-8929680.92250862 4128327.923731292),"LINESTRING (-80.21003999999999 40.56667799343072, -80.21668855 40.57128227343286)"
3530,N21050,POINT (-8894808.694958016 4121419.708391035),58@1,POINT (-8894915.257766968 4121817.113957933),"LINESTRING (-79.903426 40.4895479933944, -79.90438327 40.49424722339658)"
3531,N12980,POINT (-8910407.895202879 4121136.303515976),27617@1,POINT (-8910551.282499384 4121493.045485083),"LINESTRING (-80.04355600000001 40.4861969933928, -80.04484407 40.49041516339479)"
3532,N42430,POINT (-8908863.671226595 4123794.568715715),5711@1,POINT (-8908704.985292466 4124230.215073586),"LINESTRING (-80.029684 40.51763499340761, -80.02825849999998 40.52278855341007)"
3533,E20800,POINT (-8891747.297641709 4118768.554938741),5939@1,POINT (-8890927.40064895 4118992.002281026),"LINESTRING (-79.87592499999998 40.45820699337959, -79.86855973999999 40.46084795338083)"
3534,X15250,POINT (-8905858.490253137 4113156.102618903),27589@1,POINT (-8905514.075540988 4113344.107688964),"LINESTRING (-80.00268799999999 40.39190599334827, -79.99959407 40.39412589334933)"
3535,E06315,POINT (-8897879.888389513 4116252.128151942),27446@1,POINT (-8898308.145602541 4116214.265483423),"LINESTRING (-79.931015 40.42847199336556, -79.93486209999999 40.42802469336537)"
3536,N20120,POINT (-8911304.128423253 4122789.767242212),150@1,POINT (-8911787.664669022 4123438.664160807),"LINESTRING (-80.05160699999999 40.50574999340202, -80.05595067999998 40.51342504340564)"
3537,W08580,POINT (-8911723.802903546 4119883.099683767),21666@1,POINT (-8911996.387601065 4120248.414384779),"LINESTRING (-80.05537700000001 40.47138099338581, -80.05782566999999 40.47569959338784)"
3538,E51025,POINT (-8893844.445528764 4117108.352479111),5288@1,POINT (-8894164.351028625 4117199.633272771),"LINESTRING (-79.89476399999998 40.43858799337032, -79.89763775999998 40.43966653337085)"
3539,S70360,POINT (-8887279.601198213 4110258.991696325),10493@1,POINT (-8887086.901593674 4110115.84373271),"LINESTRING (-79.835791 40.35770699333206, -79.83405994999998 40.35601764333129)"
3540,N20840,POINT (-8889864.10581596 4121875.782538306),26516@1,POINT (-8891044.596695662 4121488.599634791),"LINESTRING (-79.85900799999999 40.49494099339691, -79.86961252999998 40.49036259339478)"
3541,N39810,POINT (-8916486.495997645 4123182.747078337),25568@1,POINT (-8917498.779787173 4123363.217972321),"LINESTRING (-80.098161 40.51039799340422, -80.1072545 40.51253263340525)"
3542,E32736,POINT (-8897860.741437096 4114363.178848329),6087@1,POINT (-8897131.924938507 4113596.8755004),"LINESTRING (-79.930843 40.406159993355, -79.92429592999999 40.39711060335074)"
3543,S31790,POINT (-8895020.981226958 4112291.246459432),27493@1,POINT (-8895352.182315551 4111996.247717789),"LINESTRING (-79.90533299999998 40.38169499334344, -79.90830822999999 40.37821241334181)"
3544,W14570,POINT (-8912849.576913936 4118088.419586751),27625@1,POINT (-8912855.442337908 4118406.283256643),"LINESTRING (-80.06548999999998 40.45016899337583, -80.06554269 40.45392546337758)"
3545,W16570,POINT (-8912913.14034318 4115286.311389636),27656@1,POINT (-8912379.459119588 4116115.109488127),"LINESTRING (-80.06606099999999 40.41706299336018, -80.06126685999999 40.42685330336481)"
