,STOP_ID,geom_from_node,sensor_ID,geom_to_node,geometry
1913,E42020,POINT (-8897712.68651434 4119408.678826702),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.929513 40.46577299338318, -79.92993197999999 40.46960733338499)"
1914,E46650,POINT (-8894216.809225468 4117920.192617116),27473@1,POINT (-8894292.085691532 4118306.259463017),"LINESTRING (-79.89810899999999 40.44818099337483, -79.89878521999999 40.45274337337703)"
1915,W08510,POINT (-8911836.903506191 4120003.559826531),21666@1,POINT (-8911996.387601065 4120248.414384779),"LINESTRING (-80.056393 40.47280499338649, -80.05782566999999 40.47569959338784)"
1916,N12822,POINT (-8909595.596878558 4119826.760017933),27543@1,POINT (-8909698.862404194 4119934.575554307),"LINESTRING (-80.03625899999999 40.47071499338549, -80.03718665 40.47198950338613)"
1917,S70552,POINT (-8901998.820868354 4110945.554591776),27736@1,POINT (-8902311.496167287 4110930.423631255),"LINESTRING (-79.96801600000001 40.36580999333595, -79.97082480999998 40.36563140333585)"
1918,W17250,POINT (-8911923.064792067 4116069.118725148),27656@1,POINT (-8912379.459119588 4116115.109488127),"LINESTRING (-80.05716700000001 40.42630999336455, -80.06126685999999 40.42685330336481)"
1919,W26060,POINT (-8907985.694402706 4117365.80438862),27593@1,POINT (-8908111.523275929 4117250.089552821),"LINESTRING (-80.02179699999999 40.44162999337177, -80.02292733999998 40.44026271337112)"
1920,N43970,POINT (-8906849.233721199 4119330.422709581),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.011588 40.46484799338274, -80.01012181 40.4655815833831)"
1921,S27020,POINT (-8902095.22354738 4115860.623130857),27559@1,POINT (-8901868.889871895 4115776.715712347),"LINESTRING (-79.96888199999999 40.42384699336334, -79.96684881 40.42285580336293)"
1922,N07730,POINT (-8911616.824872892 4122075.943126847),27611@1,POINT (-8912152.872748857 4121486.756005548),"LINESTRING (-80.054416 40.49730799339805, -80.05923139999999 40.49034079339476)"
1923,E57470,POINT (-8896377.631861256 4117600.480177018),19401@1,POINT (-8896083.36212693 4117705.38301136),"LINESTRING (-79.91752 40.44440299337311, -79.91487653 40.44564259337368)"
1924,W20290,POINT (-8917783.702023858 4111107.206603522),11995@1,POINT (-8917907.6907859 4110580.878900503),"LINESTRING (-80.109814 40.3677179933368, -80.11092781000001 40.36150587333388)"
1925,E26600,POINT (-8894657.411770029 4118558.464448993),5938@1,POINT (-8894608.728417121 4118716.341862245),"LINESTRING (-79.90206700000002 40.45572399337843, -79.90162967000001 40.45758989337931)"
1926,E20520,POINT (-8895906.527776219 4118945.048733155),27453@1,POINT (-8895847.051998679 4118926.452836386),"LINESTRING (-79.91328799999999 40.46029299338059, -79.91275372 40.46007320338048)"
1927,N53290,POINT (-8905859.492128555 4118997.589707493),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.00269699999998 40.46091399338086, -80.01012181 40.4655815833831)"
1928,N22510,POINT (-8887686.0286591 4125411.858822892),5889@1,POINT (-8887712.462585382 4125513.088734429),"LINESTRING (-79.83944200000001 40.53676899341662, -79.83967945999999 40.53796681341719)"
1929,E70785,POINT (-8903596.700839199 4117783.779626584),27399@1,POINT (-8903886.65026409 4117179.641231586),"LINESTRING (-79.98236999999997 40.44656899337411, -79.98497465999999 40.43943031337075)"
1930,E48648,POINT (-8890391.426243847 4118554.487632222),10548@1,POINT (-8890733.598981453 4118288.56014221),"LINESTRING (-79.86374499999999 40.4556769933784, -79.86681879 40.45253420337696)"
1931,N01920,POINT (-8878415.564104816 4130805.704802764),14584@1,POINT (-8878082.210097272 4131330.904112586),"LINESTRING (-79.75616399999998 40.60062199344667, -79.75316942999999 40.60684257344957)"
1932,N14630,POINT (-8906506.369689554 4119859.075028671),27377@1,POINT (-8906686.018196993 4119392.485396595),"LINESTRING (-80.00850799999999 40.47109699338569, -80.01012181 40.4655815833831)"
1933,N02030,POINT (-8878284.541064152 4130845.894857071),14584@1,POINT (-8878082.210097272 4131330.904112586),"LINESTRING (-79.75498699999999 40.60109799344688, -79.75316942999999 40.60684257344957)"
1934,N20710,POINT (-8890314.727114692 4121691.175377202),26516@1,POINT (-8891044.596695662 4121488.599634791),"LINESTRING (-79.863056 40.4927579933959, -79.86961252999998 40.49036259339478)"
1935,S04280,POINT (-8904246.806665432 4115412.962864599),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.98820999999998 40.41855899336088, -79.98640495999999 40.41761039336045)"
1936,E35600,POINT (-8901557.327767868 4119070.26637018),5947@1,POINT (-8901690.702989373 4119380.43568188),"LINESTRING (-79.96405 40.46177299338132, -79.96524813000001 40.465439153383)"
1937,E35620,POINT (-8901041.918525495 4119119.506615886),27471@1,POINT (-8900842.007644344 4119258.619885287),"LINESTRING (-79.95941999999999 40.46235499338157, -79.95762417 40.46399928338235)"
1938,N38640,POINT (-8902549.184430836 4121046.568421259),33162@1,POINT (-8902482.599790614 4121346.358523947),"LINESTRING (-79.97296 40.48513599339232, -79.97236186000001 40.48868068339397)"
1939,S70554,POINT (-8901987.13232182 4110999.26964887),27736@1,POINT (-8902311.496167287 4110930.423631255),"LINESTRING (-79.96791099999999 40.36644399333622, -79.97082480999998 40.36563140333585)"
1940,E19370,POINT (-8896413.699376272 4117053.255265154),8051@1,POINT (-8896381.073859911 4117061.954904716),"LINESTRING (-79.91784399999997 40.43793699337002, -79.91755092 40.43803978337009)"
1941,E01380,POINT (-8895599.731259592 4118548.733935029),26006@1,POINT (-8895649.611297028 4118519.232608744),"LINESTRING (-79.91053199999999 40.45560899337837, -79.91098007999999 40.45526033337823)"
1942,N10490,POINT (-8909722.501098063 4121209.376114733),5294@1,POINT (-8910199.94928088 4120777.267640456),"LINESTRING (-80.03739899999999 40.48706099339323, -80.04168799 40.48195196339081)"
1943,E08120,POINT (-8901185.7433076 4116869.255540871),25103@2,POINT (-8901507.432145705 4116856.709661007),"LINESTRING (-79.960712 40.43576299336902, -79.96360178 40.4356147633689)"
1944,S40130,POINT (-8901903.642703727 4110820.499945298),27736@1,POINT (-8902311.496167287 4110930.423631255),"LINESTRING (-79.967161 40.36433399333524, -79.97082480999998 40.36563140333585)"
1945,S06270,POINT (-8905272.393134112 4115540.458140104),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-79.997423 40.42006499336158, -79.99790912 40.41594626335964)"
1946,S70561,POINT (-8901627.681686049 4110865.404701718),27738@1,POINT (-8901289.208095122 4110529.625628626),"LINESTRING (-79.964682 40.36486399333549, -79.96164143999999 40.36090097333356)"
1947,E17309,POINT (-8898044.307277415 4118649.507420064),27434@1,POINT (-8897630.549428059 4118307.650562854),"LINESTRING (-79.93249200000001 40.45679999337894, -79.92877515000001 40.45275981337701)"
1948,E29363,POINT (-8898295.11009017 4119567.895024255),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.93474499999999 40.46765499338409, -79.92993197999999 40.46960733338499)"
1949,S09790,POINT (-8904377.607067114 4113938.012535351),27549@1,POINT (-8904226.879363386 4113611.640435752),"LINESTRING (-79.98938499999998 40.40113899335265, -79.98803099 40.39728495335085)"
1950,N54690,POINT (-8908593.276183456 4119739.457827562),6734@1,POINT (-8908656.073734604 4119287.908465937),"LINESTRING (-80.027255 40.46968299338504, -80.02781912000002 40.46434547338254)"
1951,S48500,POINT (-8895000.832399126 4113848.504316779),27577@1,POINT (-8895055.975622086 4113502.434069484),"LINESTRING (-79.905152 40.40008199335213, -79.90564736 40.3959954133502)"
1952,E35790,POINT (-8893420.206949351 4119952.296898998),14578@1,POINT (-8893468.76562443 4121176.325256212),"LINESTRING (-79.890953 40.4721989933862, -79.89138920999999 40.48667020339305)"
1953,N41790,POINT (-8908095.678059611 4118477.15069356),6700@1,POINT (-8908525.031769626 4118078.265180231),"LINESTRING (-80.022785 40.45476299337797, -80.02664195 40.45004899337577)"
1954,E23410,POINT (-8898644.430652279 4119070.689398131),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.93788299999999 40.46177799338129, -79.94203211999998 40.45591310337855)"
1955,N49530,POINT (-8908989.57357068 4119914.483853654),27488@1,POINT (-8909461.747436024 4120099.454115061),"LINESTRING (-80.03081499999999 40.47175199338599, -80.03505661 40.47393861338701)"
1956,S35200,POINT (-8903036.986439493 4114818.879111503),27552@1,POINT (-8903015.862452919 4114283.215078084),"LINESTRING (-79.97734199999999 40.41154199335754, -79.97715224 40.40521563335457)"
1957,E19160,POINT (-8896245.940903647 4117055.201873062),8051@1,POINT (-8896381.073859911 4117061.954904716),"LINESTRING (-79.91633699999998 40.43795999337004, -79.91755092 40.43803978337009)"
1958,E04160,POINT (-8888912.324169677 4115515.399529577),5303@1,POINT (-8888290.635983055 4115676.784392198),"LINESTRING (-79.85045799999999 40.41976899336147, -79.84487328 40.42167534336236)"
1959,E46140,POINT (-8894867.916927118 4118069.210819365),26003@2,POINT (-8894649.514765352 4118021.174235884),"LINESTRING (-79.90395799999999 40.44994199337573, -79.90199606 40.44937432337547)"
1960,S08910,POINT (-8902918.542501289 4112256.940914703),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.97627800000002 40.38128999334325, -79.98281197999999 40.3843736233447)"
1961,N31340,POINT (-8903662.71329724 4119173.822688422),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.982963 40.46299699338188, -79.98164869 40.46947237338492)"
1962,X03250,POINT (-8907708.28623165 4113257.224172559),27566@1,POINT (-8907997.799284136 4113429.595935349),"LINESTRING (-80.019305 40.39309999334881, -80.02190573999999 40.39513533334983)"
1963,S44730,POINT (-8892431.689871106 4104701.31114847),38960@1,POINT (-8892402.763501424 4104704.256791152),"LINESTRING (-79.88207299999998 40.29214899330101, -79.88181315 40.29218372330103)"
1964,N13020,POINT (-8913019.339137396 4122381.371234658),12183@1,POINT (-8913140.07403072 4122002.920411134),"LINESTRING (-80.06701499999998 40.50091999339974, -80.06809957999998 40.49644445339766)"
1965,N31220,POINT (-8903788.170363367 4119078.980739781),5718@1,POINT (-8903516.404977297 4119721.640235692),"LINESTRING (-79.98409000000001 40.46187599338135, -79.98164869 40.46947237338492)"
1966,N31660,POINT (-8897731.610827774 4121820.138858479),14782@1,POINT (-8897978.294819374 4121863.688117302),"LINESTRING (-79.92968299999998 40.49428299339663, -79.931899 40.49479797339689)"
1967,E70936,POINT (-8891497.162745897 4114361.739381521),27490@1,POINT (-8892058.201847548 4114748.662797546),"LINESTRING (-79.87367799999998 40.406142993355, -79.8787179 40.41071268335718)"
1968,S70638,POINT (-8893313.451557681 4104568.403693021),6088@1,POINT (-8893742.766305873 4104279.963724046),"LINESTRING (-79.88999399999999 40.29058199330026, -79.89385059999999 40.28718136329865)"
1969,N20760,POINT (-8899153.383364188 4122025.544241863),14576@1,POINT (-8899266.62422939 4122009.547577446),"LINESTRING (-79.942455 40.49671199339777, -79.94347225999999 40.4965228233977)"
1970,E33940,POINT (-8889683.656921385 4118684.028914814),27800@1,POINT (-8889575.747146593 4118730.064868408),"LINESTRING (-79.85738699999999 40.45720799337911, -79.85641762999998 40.45775208337943)"
1971,E50250,POINT (-8881676.111990152 4120418.383658974),5973@1,POINT (-8881395.08482245 4120061.92541415),"LINESTRING (-79.785454 40.47770899338882, -79.78292949 40.47349496338681)"
1972,E08970,POINT (-8893860.141576968 4116728.924307591),5288@1,POINT (-8894164.351028625 4117199.633272771),"LINESTRING (-79.89490500000001 40.43410499336823, -79.89763775999998 40.43966653337085)"
1973,X02220,POINT (-8910709.014425473 4112701.033785932),5465@2,POINT (-8910451.517971735 4112557.014376003),"LINESTRING (-80.046261 40.3865329933457, -80.04394787 40.38483264334496)"
1974,E09730,POINT (-8887915.458129626 4114024.301551702),6015@1,POINT (-8887629.389302183 4114287.630066209),"LINESTRING (-79.841503 40.40215799335314, -79.8389332 40.40526777335462)"
1975,E20330,POINT (-8893302.430928092 4118582.409904847),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.889895 40.45600699337859, -79.89566277999998 40.45898835337998)"
1976,X00390,POINT (-8906154.711418137 4116122.024450569),27591@1,POINT (-8906533.501589047 4116399.686923922),"LINESTRING (-80.00534899999998 40.42693499336487, -80.00875173 40.43021524336641)"
1977,S70482,POINT (-8887108.503140863 4109594.381100455),10493@1,POINT (-8887086.901593674 4110115.84373271),"LINESTRING (-79.83425399999999 40.34986399332836, -79.83405994999998 40.35601764333129)"
1978,E53180,POINT (-8899274.944248132 4120550.166879411),5851@2,POINT (-8898661.480345489 4121544.053697118),"LINESTRING (-79.943547 40.47926699338953, -79.93803615999998 40.49101831339507)"
1979,W70058,POINT (-8913097.819378406 4116886.944821268),27838@1,POINT (-8913238.716457903 4116911.967020008),"LINESTRING (-80.06771999999999 40.4359719933691, -80.0689857 40.43626763336921)"
1980,E28980,POINT (-8896574.333401488 4120085.697990255),27479@1,POINT (-8896659.945882272 4119915.899098048),"LINESTRING (-79.919287 40.47377599338692, -79.92005607 40.47176872338601)"
1981,S70551,POINT (-8901974.553219361 4111031.379831902),27736@1,POINT (-8902311.496167287 4110930.423631255),"LINESTRING (-79.967798 40.36682299333638, -79.97082480999998 40.36563140333585)"
1982,S23940,POINT (-8903588.351877389 4111335.104564913),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.98229499999999 40.37040799333807, -79.98281197999999 40.3843736233447)"
1983,E12235,POINT (-8900262.34813147 4120799.599404817),668@1,POINT (-8899917.372369085 4121683.969404713),"LINESTRING (-79.952417 40.48221599339094, -79.94931802999999 40.49267278339585)"
1984,E39140,POINT (-8890173.240041893 4114296.539627303),27579@1,POINT (-8890220.484033786 4114090.79825908),"LINESTRING (-79.861785 40.40537299335461, -79.8622094 40.40294327335346)"
1985,E08840,POINT (-8893507.926708097 4116280.992662285),6790@1,POINT (-8893138.098869393 4116378.943854282),"LINESTRING (-79.891741 40.42881299336573, -79.88841877999999 40.42997018336628)"
1986,E30580,POINT (-8873662.110528454 4117430.969555374),10601@1,POINT (-8873366.622958897 4117953.233355975),"LINESTRING (-79.713463 40.44239999337213, -79.71080859 40.44857144337506)"
1987,N20030,POINT (-8911403.982006496 4122299.350326187),27678@1,POINT (-8910635.415544135 4121693.237124274),"LINESTRING (-80.052504 40.49994999339929, -80.04559984999999 40.49278237339591)"
1988,E48680,POINT (-8890918.524032755 4118175.154415024),10548@2,POINT (-8890744.262275476 4118292.461832971),"LINESTRING (-79.86848000000001 40.45119399337629, -79.86691457999999 40.45258031337694)"
1989,E70904,POINT (-8890279.104877638 4114125.32327058),27579@1,POINT (-8890220.484033786 4114090.79825908),"LINESTRING (-79.862736 40.40335099335368, -79.8622094 40.40294327335346)"
1990,S04360,POINT (-8901978.672040518 4115300.70374232),27558@1,POINT (-8901703.338864772 4115400.223341641),"LINESTRING (-79.96783499999998 40.41723299336027, -79.96536164 40.4184085133608)"
1991,E70942,POINT (-8893619.914115835 4119815.424343023),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.892747 40.47058099338545, -79.89566277999998 40.45898835337998)"
1992,X13460,POINT (-8907281.821262421 4114121.004691669),27582@1,POINT (-8907440.590686167 4113970.440928372),"LINESTRING (-80.015474 40.40329999335366, -80.01690025000001 40.40152194335284)"
1993,E35340,POINT (-8900380.235472219 4119227.37682033),27396@1,POINT (-8900566.997295119 4119016.129534925),"LINESTRING (-79.95347599999999 40.46362999338216, -79.95515371 40.461133123381)"
1994,N28065,POINT (-8905060.106865169 4118733.103233507),27849@1,POINT (-8905406.723476846 4118174.054371698),"LINESTRING (-79.99551600000001 40.45778799337941, -79.99862970999999 40.4511809933763)"
1995,S05510,POINT (-8904794.832518609 4115040.704606414),27563@1,POINT (-8905326.507764976 4115191.767134899),"LINESTRING (-79.99313300000001 40.41416199335882, -79.99790912 40.41594626335964)"
1996,S08480,POINT (-8902814.792735869 4111952.756204118),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.975346 40.37769899334157, -79.98281197999999 40.3843736233447)"
1997,X01260,POINT (-8905291.76272551 4115855.797930684),27505@1,POINT (-8904790.907393362 4116191.040723243),"LINESTRING (-79.997597 40.42378999336334, -79.99309774 40.42775032336525)"
1998,S00080,POINT (-8895333.343718126 4114207.799041818),27578@1,POINT (-8895059.579034001 4114409.3381254),"LINESTRING (-79.90813900000001 40.40432499335417, -79.90567972999999 40.40670513335526)"
1999,E26440,POINT (-8893632.047940332 4118381.197297267),27474@1,POINT (-8893944.497260699 4118834.665441819),"LINESTRING (-79.89285600000001 40.45362899337742, -79.89566277999998 40.45898835337998)"
2000,E56005,POINT (-8892953.221685473 4117678.759739231),27472@1,POINT (-8892789.031002529 4117394.313816343),"LINESTRING (-79.88675799999999 40.44532799337352, -79.88528305 40.44196686337193)"
